"scenario","region","year","mean_Jobs","min_Jobs","max_Jobs"
"CAP-A-MAIN","Africa_Eastern",2025,1924.550751922,1798.782406142,2130.353499562
"CAP-A-MAIN","Africa_Eastern",2030,9485.8154018,8172.9347932,11634.1654886
"CAP-A-MAIN","Africa_Eastern",2035,31782.9421624,23629.4226674,45125.0649724
"CAP-A-MAIN","Africa_Eastern",2040,59958.1951162,42120.6089982,89146.9724002
"CAP-A-MAIN","Africa_Eastern",2045,97542.801388,63741.161791,152854.575274
"CAP-A-MAIN","Africa_Eastern",2050,193425.419864,107644.352294,333794.439524
"CAP-A-MAIN","Africa_Eastern",2055,262481.447114,128346.804164,481974.499214
"CAP-A-MAIN","Africa_Eastern",2060,458352.6313,239780.14288,816016.70326
"CAP-A-MAIN","Africa_Eastern",2065,595724.24516,321804.14893,1043957.1299
"CAP-A-MAIN","Africa_Eastern",2070,742251.99132,409994.10547,1285946.71362
"CAP-A-MAIN","Africa_Eastern",2075,917092.20444,525269.47743,1558256.66682
"CAP-A-MAIN","Africa_Eastern",2080,1120415.84006,675349.48316,1848706.24226
"CAP-A-MAIN","Africa_Eastern",2085,1352964.9523,866492.6649,2149010.5135
"CAP-A-MAIN","Africa_Eastern",2090,1612207.1843,1097103.6943,2455103.8043
"CAP-A-MAIN","Africa_Eastern",2095,1892358.87032,1358522.87752,2765908.67672
"CAP-A-MAIN","Africa_Eastern",2100,2185840.24802,1633969.58252,3088901.33702
"CAP-A-MAIN","Africa_Northern",2025,5386.2395803,4882.2570012,6210.9383461
"CAP-A-MAIN","Africa_Northern",2030,24697.7239102,20584.2373242,31428.8837782
"CAP-A-MAIN","Africa_Northern",2035,90286.952492,76353.705615,113086.811018
"CAP-A-MAIN","Africa_Northern",2040,159178.470788,134186.351317,200074.666286
"CAP-A-MAIN","Africa_Northern",2045,224641.92347,182397.38674,293769.34721
"CAP-A-MAIN","Africa_Northern",2050,395614.008974,296699.214204,557474.582234
"CAP-A-MAIN","Africa_Northern",2055,419943.95992,278701.13083,651068.58934
"CAP-A-MAIN","Africa_Northern",2060,662625.72656,467912.57364,981247.24952
"CAP-A-MAIN","Africa_Northern",2065,770019.7621,561513.7754,1111211.3767
"CAP-A-MAIN","Africa_Northern",2070,851191.30066,630721.35976,1211960.29486
"CAP-A-MAIN","Africa_Northern",2075,918925.836452,683139.129912,1304758.628972
"CAP-A-MAIN","Africa_Northern",2080,971169.908148,720011.981018,1382155.607088
"CAP-A-MAIN","Africa_Northern",2085,1006113.381872,738642.768572,1443792.567272
"CAP-A-MAIN","Africa_Northern",2090,1032206.536428,751467.470348,1491597.735468
"CAP-A-MAIN","Africa_Northern",2095,1051091.967796,759073.063036,1528941.084676
"CAP-A-MAIN","Africa_Northern",2100,1074461.21608,776684.60794,1561732.0294
"CAP-A-MAIN","Africa_Southern",2025,1301.79218732,1173.98440282,1510.93219832
"CAP-A-MAIN","Africa_Southern",2030,5890.0644784,4787.323505,7694.5497076
"CAP-A-MAIN","Africa_Southern",2035,20250.046746,15603.869738,27852.88185
"CAP-A-MAIN","Africa_Southern",2040,37103.564078,28393.313309,51356.7017
"CAP-A-MAIN","Africa_Southern",2045,60598.86182,46620.518177,83472.515054
"CAP-A-MAIN","Africa_Southern",2050,120306.224602,85257.849009,177658.111936
"CAP-A-MAIN","Africa_Southern",2055,196866.004616,127082.994616,311056.384616
"CAP-A-MAIN","Africa_Southern",2060,336659.598636,222863.274456,522871.765476
"CAP-A-MAIN","Africa_Southern",2065,438929.33904,303680.58815,660245.47686
"CAP-A-MAIN","Africa_Southern",2070,549911.90078,394349.84006,804468.00014
"CAP-A-MAIN","Africa_Southern",2075,676600.538882,499196.396032,966898.227182
"CAP-A-MAIN","Africa_Southern",2080,811688.161792,609909.983322,1141870.635652
"CAP-A-MAIN","Africa_Southern",2085,951283.649804,723053.273474,1324751.538344
"CAP-A-MAIN","Africa_Southern",2090,1096046.82823,841764.39708,1512145.35193
"CAP-A-MAIN","Africa_Southern",2095,1247039.528258,968560.544288,1702732.411118
"CAP-A-MAIN","Africa_Southern",2100,1411609.581812,1112756.782512,1900641.435212
"CAP-A-MAIN","Africa_Western",2025,3567.03765334,3270.93785429,4051.56459724
"CAP-A-MAIN","Africa_Western",2030,17630.514295,14773.8721572,22305.0196114
"CAP-A-MAIN","Africa_Western",2035,69801.587022,58518.360034,88265.049366
"CAP-A-MAIN","Africa_Western",2040,135697.136982,111903.994499,174631.370136
"CAP-A-MAIN","Africa_Western",2045,221689.321076,175173.902786,297805.460096
"CAP-A-MAIN","Africa_Western",2050,433416.88462,304260.23084,644764.13626
"CAP-A-MAIN","Africa_Western",2055,868514.42868,561413.51962,1371043.18896
"CAP-A-MAIN","Africa_Western",2060,1516004.24604,1019157.28224,2329026.55044
"CAP-A-MAIN","Africa_Western",2065,1988176.6269,1390737.2525,2965804.6941
"CAP-A-MAIN","Africa_Western",2070,2493863.18756,1797686.90456,3633060.74156
"CAP-A-MAIN","Africa_Western",2075,3077066.31454,2282455.65044,4377338.31034
"CAP-A-MAIN","Africa_Western",2080,3696969.21756,2798631.95796,5166975.64236
"CAP-A-MAIN","Africa_Western",2085,4327496.22632,3319434.25932,5977052.17232
"CAP-A-MAIN","Africa_Western",2090,4960482.61864,3840312.02754,6793489.04044
"CAP-A-MAIN","Africa_Western",2095,5599349.99888,4372798.63768,7606434.04448
"CAP-A-MAIN","Africa_Western",2100,6256133.31436,4923354.46366,8437044.16096
"CAP-A-MAIN","Argentina",2025,2479.42833542,2283.27595834,2800.40495246
"CAP-A-MAIN","Argentina",2030,10712.9417486,9218.5486737,13158.3122348
"CAP-A-MAIN","Argentina",2035,36114.6152484,31011.7830634,44464.7042784
"CAP-A-MAIN","Argentina",2040,57132.894094,47037.874115,73652.017696
"CAP-A-MAIN","Argentina",2045,75465.415202,57880.177356,104241.25895
"CAP-A-MAIN","Argentina",2050,132585.166768,100741.162455,184693.537462
"CAP-A-MAIN","Argentina",2055,183691.595718,141215.121238,253198.553958
"CAP-A-MAIN","Argentina",2060,281637.92112,229470.48239,367002.82086
"CAP-A-MAIN","Argentina",2065,307983.013244,253511.121704,397118.835764
"CAP-A-MAIN","Argentina",2070,322964.769098,266605.912698,415188.352298
"CAP-A-MAIN","Argentina",2075,334966.427392,277111.471662,429638.173132
"CAP-A-MAIN","Argentina",2080,342102.299382,282739.143222,439242.009462
"CAP-A-MAIN","Argentina",2085,347349.996402,288247.417262,444063.307722
"CAP-A-MAIN","Argentina",2090,349359.989112,290599.467732,445513.569552
"CAP-A-MAIN","Argentina",2095,349335.47155,291119.0963,444598.63105
"CAP-A-MAIN","Argentina",2100,347967.123166,289538.171926,443578.134286
"CAP-A-MAIN","Australia_NZ",2025,4140.44681004,3841.24751591,4630.04565498
"CAP-A-MAIN","Australia_NZ",2030,17273.8054032,15004.4175473,20987.3491674
"CAP-A-MAIN","Australia_NZ",2035,56228.846582,48549.569196,68794.93685
"CAP-A-MAIN","Australia_NZ",2040,84631.90311,68355.641251,111265.786152
"CAP-A-MAIN","Australia_NZ",2045,113784.77313,90008.572187,152691.283764
"CAP-A-MAIN","Australia_NZ",2050,199756.715384,156471.887424,270586.433864
"CAP-A-MAIN","Australia_NZ",2055,657041.14225,549775.78174,832566.27763
"CAP-A-MAIN","Australia_NZ",2060,1007699.04401,877975.25201,1219974.34001
"CAP-A-MAIN","Australia_NZ",2065,1098050.191004,957512.049304,1328021.695604
"CAP-A-MAIN","Australia_NZ",2070,1155860.746698,1006577.946768,1400141.692038
"CAP-A-MAIN","Australia_NZ",2075,1204389.55334,1047259.9968,1461510.64586
"CAP-A-MAIN","Australia_NZ",2080,1239412.04358,1076702.66983,1505663.74608
"CAP-A-MAIN","Australia_NZ",2085,1257718.14762,1090823.81012,1530817.97262
"CAP-A-MAIN","Australia_NZ",2090,1261493.76416,1090268.84634,1541679.99332
"CAP-A-MAIN","Australia_NZ",2095,1258459.68836,1084461.60179,1543183.83002
"CAP-A-MAIN","Australia_NZ",2100,1253811.32582,1076397.50209,1544124.85556
"CAP-A-MAIN","Brazil",2025,7957.7434988,7342.4025638,8964.6650288
"CAP-A-MAIN","Brazil",2030,33649.2874814,28983.4663544,41284.2675074
"CAP-A-MAIN","Brazil",2035,107029.359724,89749.513305,135305.472046
"CAP-A-MAIN","Brazil",2040,163790.618036,130227.329772,218712.362468
"CAP-A-MAIN","Brazil",2045,226658.414104,180879.146064,301569.943624
"CAP-A-MAIN","Brazil",2050,391401.71874,301947.96732,537780.5847
"CAP-A-MAIN","Brazil",2055,856063.86358,675746.58259,1151128.5052
"CAP-A-MAIN","Brazil",2060,1300321.79366,1081805.37367,1657894.11728
"CAP-A-MAIN","Brazil",2065,1405457.17722,1181211.28975,1772404.99308
"CAP-A-MAIN","Brazil",2070,1464178.75506,1238599.32637,1833308.72928
"CAP-A-MAIN","Brazil",2075,1517022.57194,1291385.46134,1886246.93474
"CAP-A-MAIN","Brazil",2080,1553976.3244,1331763.42173,1917597.43786
"CAP-A-MAIN","Brazil",2085,1575792.33416,1360528.28648,1928042.594
"CAP-A-MAIN","Brazil",2090,1583039.20624,1374559.03522,1924188.577
"CAP-A-MAIN","Brazil",2095,1583861.49432,1382631.89905,1913146.28658
"CAP-A-MAIN","Brazil",2100,1586889.92294,1392540.20639,1904916.73184
"CAP-A-MAIN","Canada",2025,4766.95082644,4372.75467035,5411.99908186
"CAP-A-MAIN","Canada",2030,19156.0178312,16203.6600261,23987.148785
"CAP-A-MAIN","Canada",2035,62335.575022,52941.329744,77707.976386
"CAP-A-MAIN","Canada",2040,101830.639156,86688.573063,126608.56549
"CAP-A-MAIN","Canada",2045,141531.319314,119330.883276,177859.305558
"CAP-A-MAIN","Canada",2050,222246.998436,167782.770926,311370.279816
"CAP-A-MAIN","Canada",2055,621419.053506,493731.876636,830361.706566
"CAP-A-MAIN","Canada",2060,922211.2631,757177.67141,1192266.23132
"CAP-A-MAIN","Canada",2065,981297.48742,798548.2887,1280341.63078
"CAP-A-MAIN","Canada",2070,1013073.50922,814412.57411,1338155.0394
"CAP-A-MAIN","Canada",2075,1040855.5813,826449.50161,1391701.89352
"CAP-A-MAIN","Canada",2080,1062426.48878,835851.13956,1433186.15114
"CAP-A-MAIN","Canada",2085,1078513.76446,846176.67816,1458701.72386
"CAP-A-MAIN","Canada",2090,1086588.42512,851042.1271,1472027.82188
"CAP-A-MAIN","Canada",2095,1089517.4047,852119.63838,1477986.47686
"CAP-A-MAIN","Canada",2100,1092649.16938,853138.14763,1484576.29588
"CAP-A-MAIN","Central America and Caribbean",2025,2163.33212868,1975.05111378,2471.42833488
"CAP-A-MAIN","Central America and Caribbean",2030,9305.6556918,7759.8087397,11835.2234316
"CAP-A-MAIN","Central America and Caribbean",2035,28210.0131802,20956.5735032,40079.2781062
"CAP-A-MAIN","Central America and Caribbean",2040,46434.19424,32877.654606,68617.622732
"CAP-A-MAIN","Central America and Caribbean",2045,67164.62532,45416.205704,102752.948328
"CAP-A-MAIN","Central America and Caribbean",2050,114054.400306,57902.876086,205938.712666
"CAP-A-MAIN","Central America and Caribbean",2055,189978.989914,110699.036634,319709.822554
"CAP-A-MAIN","Central America and Caribbean",2060,314388.088804,213314.457794,479781.303184
"CAP-A-MAIN","Central America and Caribbean",2065,361331.908036,249838.019816,543776.452396
"CAP-A-MAIN","Central America and Caribbean",2070,396763.774822,274725.794802,596462.287582
"CAP-A-MAIN","Central America and Caribbean",2075,429959.505008,296245.576968,648764.114528
"CAP-A-MAIN","Central America and Caribbean",2080,459824.41842,314785.87763,697160.21244
"CAP-A-MAIN","Central America and Caribbean",2085,494277.086196,344657.068946,739109.841696
"CAP-A-MAIN","Central America and Caribbean",2090,525911.356444,373107.136414,775954.625584
"CAP-A-MAIN","Central America and Caribbean",2095,559418.429598,407151.498408,808582.498818
"CAP-A-MAIN","Central America and Caribbean",2100,590040.98188,436229.54696,841732.42084
"CAP-A-MAIN","Central Asia",2025,2611.77623262,2402.35136906,2954.4714639
"CAP-A-MAIN","Central Asia",2030,11912.2032958,10205.6295335,14704.7785432
"CAP-A-MAIN","Central Asia",2035,41631.5155392,35568.8644392,51552.2173392
"CAP-A-MAIN","Central Asia",2040,71322.174578,60769.127964,88590.79631
"CAP-A-MAIN","Central Asia",2045,103139.98551,87502.54072,128728.53153
"CAP-A-MAIN","Central Asia",2050,184907.939618,154809.438306,234160.032674
"CAP-A-MAIN","Central Asia",2055,233526.265064,182683.090044,316724.187824
"CAP-A-MAIN","Central Asia",2060,331109.176098,259392.006948,448464.543798
"CAP-A-MAIN","Central Asia",2065,360775.022748,285301.268788,484277.529228
"CAP-A-MAIN","Central Asia",2070,377733.445616,298948.023956,506655.044696
"CAP-A-MAIN","Central Asia",2075,389523.95805,307544.65273,523671.91221
"CAP-A-MAIN","Central Asia",2080,394763.528998,309172.852068,534821.000338
"CAP-A-MAIN","Central Asia",2085,401113.496882,316098.025572,540229.722662
"CAP-A-MAIN","Central Asia",2090,404937.517822,320768.720142,542668.277662
"CAP-A-MAIN","Central Asia",2095,405235.432236,320744.341926,543493.580016
"CAP-A-MAIN","Central Asia",2100,405697.84827,321067.59531,544183.71675
"CAP-A-MAIN","China",2025,75568.0677332,69595.1664582,85341.9061832
"CAP-A-MAIN","China",2030,338845.812698,286122.126738,425120.935178
"CAP-A-MAIN","China",2035,1156263.0386,973029.39251,1456099.91402
"CAP-A-MAIN","China",2040,1843593.19748,1498119.70032,2408913.46556
"CAP-A-MAIN","China",2045,2351280.62002,1742252.42552,3347872.21102
"CAP-A-MAIN","China",2050,3949647.88626,2882980.29196,5695103.94966
"CAP-A-MAIN","China",2055,5115223.56472,3663337.62042,7491036.92812
"CAP-A-MAIN","China",2060,7411079.2399,5661542.5389,10273957.4779
"CAP-A-MAIN","China",2065,7606515.96526,5819812.75246,10530212.13166
"CAP-A-MAIN","China",2070,7500442.5631,5718870.2167,10415742.7663
"CAP-A-MAIN","China",2075,7305512.83716,5541604.06306,10191909.01296
"CAP-A-MAIN","China",2080,7048743.18992,5328620.22932,9863489.85272
"CAP-A-MAIN","China",2085,6753736.41356,5119357.81386,9428174.12216
"CAP-A-MAIN","China",2090,6405018.28146,4850317.35786,8949074.33826
"CAP-A-MAIN","China",2095,6059392.53046,4589596.95816,8464512.55786
"CAP-A-MAIN","China",2100,5733055.34614,4330384.57554,8028334.78894
"CAP-A-MAIN","Colombia",2025,1982.81891988,1829.51855475,2233.67406282
"CAP-A-MAIN","Colombia",2030,8589.4847246,7368.975846,10586.6810714
"CAP-A-MAIN","Colombia",2035,26188.2978046,20361.4568066,35723.1285286
"CAP-A-MAIN","Colombia",2040,42618.7020086,31474.3553116,60854.9056946
"CAP-A-MAIN","Colombia",2045,60633.2758816,42660.4398026,90043.3712836
"CAP-A-MAIN","Colombia",2050,115380.1132144,84348.8591144,166158.5290144
"CAP-A-MAIN","Colombia",2055,190257.403222,140929.689292,270975.480562
"CAP-A-MAIN","Colombia",2060,302324.362868,238267.996758,407143.871048
"CAP-A-MAIN","Colombia",2065,338576.449546,266549.088866,456439.403386
"CAP-A-MAIN","Colombia",2070,366486.756616,288416.106596,494238.729376
"CAP-A-MAIN","Colombia",2075,391911.424406,307793.854716,529558.356626
"CAP-A-MAIN","Colombia",2080,416366.500726,328931.212786,559442.426446
"CAP-A-MAIN","Colombia",2085,436511.751946,347119.716136,582789.628726
"CAP-A-MAIN","Colombia",2090,453742.566908,364536.081298,599716.816088
"CAP-A-MAIN","Colombia",2095,467977.44287,379888.69553,612122.66579
"CAP-A-MAIN","Colombia",2100,479834.57736,392276.26157,623111.82138
"CAP-A-MAIN","EU-12",2025,7674.59448032,6967.74906082,8831.25062132
"CAP-A-MAIN","EU-12",2030,31569.8109886,26350.8082436,40109.9972986
"CAP-A-MAIN","EU-12",2035,102090.585452,84238.235992,131303.520932
"CAP-A-MAIN","EU-12",2040,158504.395514,125420.068788,212642.384702
"CAP-A-MAIN","EU-12",2045,202095.44731,147241.96775,291855.68659
"CAP-A-MAIN","EU-12",2050,335009.52931,235486.85595,497864.81299
"CAP-A-MAIN","EU-12",2055,498637.48656,336592.86657,763801.41018
"CAP-A-MAIN","EU-12",2060,753991.01174,560146.7178,1071190.76546
"CAP-A-MAIN","EU-12",2065,822256.10376,631481.85889,1134432.14082
"CAP-A-MAIN","EU-12",2070,860995.97858,675478.85492,1164569.45366
"CAP-A-MAIN","EU-12",2075,885363.12024,702912.81869,1183918.15914
"CAP-A-MAIN","EU-12",2080,897480.42838,719576.91347,1188595.27096
"CAP-A-MAIN","EU-12",2085,899767.0229,727912.84788,1180982.94566
"CAP-A-MAIN","EU-12",2090,891805.08582,724074.15894,1166273.87526
"CAP-A-MAIN","EU-12",2095,877290.80646,710907.94212,1149553.67538
"CAP-A-MAIN","EU-12",2100,863491.81212,696588.60048,1136606.15844
"CAP-A-MAIN","EU-15",2025,44569.8423022,40532.9556792,51175.6567762
"CAP-A-MAIN","EU-15",2030,175263.106228,146269.758042,222706.766896
"CAP-A-MAIN","EU-15",2035,544999.594914,445830.273674,707276.666034
"CAP-A-MAIN","EU-15",2040,773096.15508,562116.70354,1118335.2576
"CAP-A-MAIN","EU-15",2045,1040557.4542,754998.11662,1507836.37024
"CAP-A-MAIN","EU-15",2050,1779302.69342,1268353.91442,2615400.69542
"CAP-A-MAIN","EU-15",2055,4896657.45688,3786010.43148,6714079.86208
"CAP-A-MAIN","EU-15",2060,7569055.21338,6263568.37688,9705306.40038
"CAP-A-MAIN","EU-15",2065,8220462.7802,6873598.2491,10424422.922
"CAP-A-MAIN","EU-15",2070,8614470.12246,7250458.33266,10846489.41486
"CAP-A-MAIN","EU-15",2075,8955286.38294,7583856.61884,11199444.17874
"CAP-A-MAIN","EU-15",2080,9199009.7976,7826059.3286,11445656.0196
"CAP-A-MAIN","EU-15",2085,9343536.97524,7975745.60854,11581741.02984
"CAP-A-MAIN","EU-15",2090,9372102.90524,7987910.51434,11637144.99944
"CAP-A-MAIN","EU-15",2095,9345998.63234,7942585.66094,11642492.58554
"CAP-A-MAIN","EU-15",2100,9294054.99062,7852011.27432,11653762.89002
"CAP-A-MAIN","Europe_Eastern",2025,1851.16767934,1681.97937665,2128.02126556
"CAP-A-MAIN","Europe_Eastern",2030,7977.1800656,6693.4147036,10077.8870216
"CAP-A-MAIN","Europe_Eastern",2035,27170.1568564,22812.9137794,34300.1909824
"CAP-A-MAIN","Europe_Eastern",2040,45857.712504,38469.224551,57947.965518
"CAP-A-MAIN","Europe_Eastern",2045,65142.707526,53922.970976,83502.276426
"CAP-A-MAIN","Europe_Eastern",2050,112975.121532,91218.594179,148576.711746
"CAP-A-MAIN","Europe_Eastern",2055,91169.306032,71480.049929,123388.088746
"CAP-A-MAIN","Europe_Eastern",2060,127524.010038,98508.597513,175003.775988
"CAP-A-MAIN","Europe_Eastern",2065,139367.994666,107722.206371,191152.011876
"CAP-A-MAIN","Europe_Eastern",2070,147222.760004,113935.820527,201692.29733
"CAP-A-MAIN","Europe_Eastern",2075,154254.430522,120425.96682,209610.098398
"CAP-A-MAIN","Europe_Eastern",2080,157516.366368,122422.732661,214942.312434
"CAP-A-MAIN","Europe_Eastern",2085,158913.251346,123033.16715,217626.116394
"CAP-A-MAIN","Europe_Eastern",2090,158672.894164,122100.990081,218517.828118
"CAP-A-MAIN","Europe_Eastern",2095,157379.638606,120242.209783,218149.97668
"CAP-A-MAIN","Europe_Eastern",2100,156450.186118,119249.952586,217323.295534
"CAP-A-MAIN","Europe_Non_EU",2025,5363.66010114,4885.69488704,6145.78499694
"CAP-A-MAIN","Europe_Non_EU",2030,22893.6706536,19243.5351866,28866.6195996
"CAP-A-MAIN","Europe_Non_EU",2035,76405.94203,63559.252922,97427.796934
"CAP-A-MAIN","Europe_Non_EU",2040,124156.794622,101160.267552,161787.475282
"CAP-A-MAIN","Europe_Non_EU",2045,169060.698424,135011.672006,224777.287108
"CAP-A-MAIN","Europe_Non_EU",2050,286087.627602,213368.487372,405082.584342
"CAP-A-MAIN","Europe_Non_EU",2055,531983.160376,387899.799746,767755.932316
"CAP-A-MAIN","Europe_Non_EU",2060,840535.29202,669105.05887,1121057.49172
"CAP-A-MAIN","Europe_Non_EU",2065,939626.5795,769266.08359,1218398.30008
"CAP-A-MAIN","Europe_Non_EU",2070,1010923.3271,846799.33476,1279489.86002
"CAP-A-MAIN","Europe_Non_EU",2075,1074476.91084,918017.75524,1330500.98364
"CAP-A-MAIN","Europe_Non_EU",2080,1120015.1103,969873.13227,1365701.98344
"CAP-A-MAIN","Europe_Non_EU",2085,1147694.57972,1002299.05648,1385614.52684
"CAP-A-MAIN","Europe_Non_EU",2090,1159149.48098,1015663.91469,1393944.044
"CAP-A-MAIN","Europe_Non_EU",2095,1160921.5954,1018341.19139,1394234.98378
"CAP-A-MAIN","Europe_Non_EU",2100,1161973.80438,1020741.05954,1393081.9323
"CAP-A-MAIN","European Free Trade Association",2030,8142.53147618,6868.16060148,10227.86563478
"CAP-A-MAIN","European Free Trade Association",2035,22224.0192484,16410.6104714,31736.8699744
"CAP-A-MAIN","European Free Trade Association",2040,33458.672421,23173.947531,50288.222241
"CAP-A-MAIN","European Free Trade Association",2045,45860.6065004,31772.5865544,68913.7300484
"CAP-A-MAIN","European Free Trade Association",2050,78715.4648342,50200.4731312,125376.3603482
"CAP-A-MAIN","European Free Trade Association",2055,350155.5249602,270240.2639302,480925.9521002
"CAP-A-MAIN","European Free Trade Association",2060,535024.229145,433229.775945,701596.970745
"CAP-A-MAIN","European Free Trade Association",2065,579775.4177984,468064.1131484,762575.7344984
"CAP-A-MAIN","European Free Trade Association",2070,610180.7465346,492064.7330246,803461.4959146
"CAP-A-MAIN","European Free Trade Association",2075,636120.525882,511521.146362,840010.419642
"CAP-A-MAIN","European Free Trade Association",2080,652710.7973514,520871.3297014,868448.1080514
"CAP-A-MAIN","European Free Trade Association",2085,666466.1001198,531861.5311198,886728.1221198
"CAP-A-MAIN","European Free Trade Association",2090,669454.5892426,530414.9670926,896973.9709426
"CAP-A-MAIN","European Free Trade Association",2095,667392.408522,524281.169592,901574.435862
"CAP-A-MAIN","European Free Trade Association",2100,668108.8039096,523126.7349196,905352.1895296
"CAP-A-MAIN","India",2025,29176.0879972,26329.5059072,33834.1314172
"CAP-A-MAIN","India",2030,136904.10803,112026.101932,177613.572554
"CAP-A-MAIN","India",2035,491590.121282,387724.363132,661552.270982
"CAP-A-MAIN","India",2040,856566.90264,635689.15467,1218003.2175
"CAP-A-MAIN","India",2045,1214789.01866,800491.72536,1892730.04406
"CAP-A-MAIN","India",2050,2290789.78802,1502830.69522,3580177.39442
"CAP-A-MAIN","India",2055,2230083.55644,1275936.02364,3791415.88284
"CAP-A-MAIN","India",2060,3595937.5737,2290099.8053,5732763.0129
"CAP-A-MAIN","India",2065,4150508.32464,2688215.43434,6543351.23604
"CAP-A-MAIN","India",2070,4584879.50934,3000829.38454,7176961.53174
"CAP-A-MAIN","India",2075,4970365.8437,3267773.3433,7756426.2989
"CAP-A-MAIN","India",2080,5307989.61398,3523529.13838,8228015.84678
"CAP-A-MAIN","India",2085,5586773.43566,3756102.89286,8582416.14206
"CAP-A-MAIN","India",2090,5816901.88786,3972081.12546,8835699.49906
"CAP-A-MAIN","India",2095,6020243.19842,4194437.29782,9007925.58122
"CAP-A-MAIN","India",2100,6147440.86746,4313692.61156,9148119.83166
"CAP-A-MAIN","Indonesia",2025,6077.8566822,5499.5088099,7024.2441096
"CAP-A-MAIN","Indonesia",2030,28402.3465968,23408.0209418,36574.8794868
"CAP-A-MAIN","Indonesia",2035,101311.890668,81248.549227,134142.813026
"CAP-A-MAIN","Indonesia",2040,180036.234776,142712.529687,241111.388558
"CAP-A-MAIN","Indonesia",2045,264812.250986,206148.538406,360807.417026
"CAP-A-MAIN","Indonesia",2050,464002.832908,334519.449428,675884.733148
"CAP-A-MAIN","Indonesia",2055,753451.08266,504750.0822,1160416.35614
"CAP-A-MAIN","Indonesia",2060,1164510.78166,816662.24194,1733717.48302
"CAP-A-MAIN","Indonesia",2065,1301340.11956,919742.41868,1925772.721
"CAP-A-MAIN","Indonesia",2070,1378173.0104,963948.3237,2055995.225
"CAP-A-MAIN","Indonesia",2075,1428577.17218,976290.49228,2168682.64838
"CAP-A-MAIN","Indonesia",2080,1470700.73458,993800.41728,2251083.07198
"CAP-A-MAIN","Indonesia",2085,1505984.68192,1018806.49702,2303185.34812
"CAP-A-MAIN","Indonesia",2090,1534349.73366,1047808.87336,2330507.50506
"CAP-A-MAIN","Indonesia",2095,1550202.54136,1066711.15826,2341370.25916
"CAP-A-MAIN","Indonesia",2100,1558320.17926,1075248.30096,2348801.43466
"CAP-A-MAIN","Japan",2025,13173.2691944,12083.2505108,14956.9361312
"CAP-A-MAIN","Japan",2030,50454.6754384,42576.6979904,63345.9112624
"CAP-A-MAIN","Japan",2035,153663.6753552,129617.6198822,193011.7661292
"CAP-A-MAIN","Japan",2040,229807.8009192,191295.3644402,292828.1515212
"CAP-A-MAIN","Japan",2045,277098.549154,213329.785854,381447.434554
"CAP-A-MAIN","Japan",2050,454229.478502,356460.254532,614215.481362
"CAP-A-MAIN","Japan",2055,1390229.387668,1175321.112328,1741897.474588
"CAP-A-MAIN","Japan",2060,1970433.194674,1700633.119624,2411924.226574
"CAP-A-MAIN","Japan",2065,2008880.780258,1720925.424878,2480080.452698
"CAP-A-MAIN","Japan",2070,1992135.820794,1695706.871824,2477201.373654
"CAP-A-MAIN","Japan",2075,1967092.535672,1665587.175252,2460464.943632
"CAP-A-MAIN","Japan",2080,1925790.894652,1623104.466872,2421095.958292
"CAP-A-MAIN","Japan",2085,1870721.164768,1568944.739708,2364537.133048
"CAP-A-MAIN","Japan",2090,1803157.393832,1500294.693362,2298750.903692
"CAP-A-MAIN","Japan",2095,1734548.212534,1432341.795054,2229067.804774
"CAP-A-MAIN","Japan",2100,1670491.355046,1367674.235386,2166010.278126
"CAP-A-MAIN","Mexico",2025,6243.56899892,5744.33811842,7060.49225792
"CAP-A-MAIN","Mexico",2030,26486.15428,22497.8011354,33012.5503348
"CAP-A-MAIN","Mexico",2035,88899.975748,75005.976772,111635.610436
"CAP-A-MAIN","Mexico",2040,140721.623712,113154.793531,185830.98219
"CAP-A-MAIN","Mexico",2045,189657.298672,142136.682342,267418.307212
"CAP-A-MAIN","Mexico",2050,300526.447436,169576.814006,514807.665776
"CAP-A-MAIN","Mexico",2055,494252.649308,314026.529938,789168.117368
"CAP-A-MAIN","Mexico",2060,785466.141522,559424.450812,1155352.544502
"CAP-A-MAIN","Mexico",2065,877927.258314,634144.951634,1276843.760154
"CAP-A-MAIN","Mexico",2070,944394.053534,686749.936804,1365993.517274
"CAP-A-MAIN","Mexico",2075,1000449.913058,725635.545538,1450146.150818
"CAP-A-MAIN","Mexico",2080,1046133.003022,755214.894992,1522180.816162
"CAP-A-MAIN","Mexico",2085,1090866.31065,792583.06979,1578966.15933
"CAP-A-MAIN","Mexico",2090,1131957.781232,831095.795962,1624277.393492
"CAP-A-MAIN","Mexico",2095,1176518.688522,879867.079312,1661948.594502
"CAP-A-MAIN","Mexico",2100,1221950.691662,929338.429632,1700770.756802
"CAP-A-MAIN","Middle East",2025,11631.5780534,10533.9760138,13427.6541182
"CAP-A-MAIN","Middle East",2030,50748.2481244,41998.5881064,65065.8736084
"CAP-A-MAIN","Middle East",2035,177177.089544,147635.722876,225517.507728
"CAP-A-MAIN","Middle East",2040,306279.068354,256321.693854,388027.499354
"CAP-A-MAIN","Middle East",2045,452687.541672,381741.615962,568780.874652
"CAP-A-MAIN","Middle East",2050,772538.778414,616950.498644,1027137.781674
"CAP-A-MAIN","Middle East",2055,1230659.369288,930705.773258,1721492.526428
