"scenario","region","technology","mean_Jobs","min_Jobs","max_Jobs"
"REP-B","Europe_Eastern","BECCS",312355.2719526,26029.60599605,780888.1798815
"REP-B","Europe_Eastern","DAC",893739.9273987,893739.9273987,893739.9273987
"REP-B","Europe_Eastern","OEW",106444.43846084,106444.43846084,106444.43846084
"REP-B","Europe_Eastern","TEW",54984.89075872,54984.89075872,54984.89075872
"REP-B","Europe_Non_EU","BECCS",444719.89008588,37059.99084049,1111799.7252147
"REP-B","Europe_Non_EU","DAC",1133263.845621,1133263.845621,1133263.845621
"REP-B","Europe_Non_EU","OEW",120092.9174122,120092.9174122,120092.9174122
"REP-B","Europe_Non_EU","TEW",48603.29309288,48603.29309288,48603.29309288
"REP-B","European Free Trade Association","BECCS",404364.9407076,33697.0783923,1010912.351769
"REP-B","European Free Trade Association","DAC",310399.144539,310399.144539,310399.144539
"REP-B","European Free Trade Association","OEW",63662.3190908,63662.3190908,63662.3190908
"REP-B","European Free Trade Association","TEW",3075.50505262,3075.50505262,3075.50505262
"REP-B","India","BECCS",22144373.489868,1845364.457489,55360933.72467
"REP-B","India","DAC",36120526.30572,36120526.30572,36120526.30572
"REP-B","India","OEW",8231549.588,8231549.588,8231549.588
"REP-B","India","TEW",523399.0192038,523399.0192038,523399.0192038
"REP-B","Indonesia","BECCS",3992264.9373852,332688.7447821,9980662.343463
"REP-B","Indonesia","DAC",5683168.326702,5683168.326702,5683168.326702
"REP-B","Indonesia","OEW",1247566.102124,1247566.102124,1247566.102124
"REP-B","Indonesia","TEW",103026.16777054,103026.16777054,103026.16777054
"REP-B","Japan","BECCS",1596023.9997018,133001.99997515,3990059.9992545
"REP-B","Japan","DAC",3363481.042209,3363481.042209,3363481.042209
"REP-B","Japan","OEW",730128.8607174,730128.8607174,730128.8607174
"REP-B","Japan","TEW",15752.76357924,15752.76357924,15752.76357924
"REP-B","Mexico","BECCS",3620901.3465276,301741.7788773,9052253.366319
"REP-B","Mexico","DAC",7107111.793341,7107111.793341,7107111.793341
"REP-B","Mexico","OEW",1293135.8627196,1293135.8627196,1293135.8627196
"REP-B","Mexico","TEW",57622.09433604,57622.09433604,57622.09433604
"REP-B","Middle East","BECCS",7866275.2413264,655522.9367772,19665688.103316
"REP-B","Middle East","DAC",19511694.71919,19511694.71919,19511694.71919
"REP-B","Middle East","OEW",4420803.716048,4420803.716048,4420803.716048
"REP-B","Middle East","TEW",105962.1937844,105962.1937844,105962.1937844
"REP-B","Pakistan","BECCS",1957145.19443712,163095.43286976,4892862.9860928
"REP-B","Pakistan","DAC",1931258.090958,1931258.090958,1931258.090958
"REP-B","Pakistan","OEW",463281.9285772,463281.9285772,463281.9285772
"REP-B","Pakistan","TEW",55925.79924808,55925.79924808,55925.79924808
"REP-B","Russia","BECCS",4794166.4760984,399513.8730082,11985416.190246
"REP-B","Russia","DAC",11923291.761084,11923291.761084,11923291.761084
"REP-B","Russia","OEW",2351434.0957044,2351434.0957044,2351434.0957044
"REP-B","Russia","TEW",69470.37720142,69470.37720142,69470.37720142
"REP-B","South Africa","BECCS",1617655.0745844,134804.5895487,4044137.686461
"REP-B","South Africa","DAC",4493519.966682,4493519.966682,4493519.966682
"REP-B","South Africa","OEW",1158961.5303618,1158961.5303618,1158961.5303618
"REP-B","South Africa","TEW",24452.80960062,24452.80960062,24452.80960062
"REP-B","South America_Northern","BECCS",948059.06367312,79004.92197276,2370147.6591828
"REP-B","South America_Northern","DAC",3233128.9302942,3233128.9302942,3233128.9302942
"REP-B","South America_Northern","OEW",560377.30558062,560377.30558062,560377.30558062
"REP-B","South America_Northern","TEW",11294.71291208,11294.71291208,11294.71291208
"REP-B","South America_Southern","BECCS",2808390.64011228,234032.55334269,7020976.6002807
"REP-B","South America_Southern","DAC",12298267.017645,12298267.017645,12298267.017645
"REP-B","South America_Southern","OEW",1757813.307017,1757813.307017,1757813.307017
"REP-B","South America_Southern","TEW",59808.87714974,59808.87714974,59808.87714974
"REP-B","South Asia","BECCS",1762930.41879336,146910.86823278,4407326.0469834
"REP-B","South Asia","DAC",2389988.558937,2389988.558937,2389988.558937
"REP-B","South Asia","OEW",451524.1316504,451524.1316504,451524.1316504
"REP-B","South Asia","TEW",41979.8163667,41979.8163667,41979.8163667
"REP-B","South Korea","BECCS",158706.829858116,13225.569154843,396767.07464529
"REP-B","South Korea","DAC",918210.29536539,918210.29536539,918210.29536539
"REP-B","South Korea","OEW",36635.059511214,36635.059511214,36635.059511214
"REP-B","South Korea","TEW",5046.3230116694,5046.3230116694,5046.3230116694
"REP-B","Southeast Asia","BECCS",7581187.3053972,631765.6087831,18952968.263493
"REP-B","Southeast Asia","DAC",13780459.74519,13780459.74519,13780459.74519
"REP-B","Southeast Asia","OEW",3084338.532924,3084338.532924,3084338.532924
"REP-B","Southeast Asia","TEW",220700.8548236,220700.8548236,220700.8548236
"REP-B","Taiwan","BECCS",979662.94901244,81638.57908437,2449157.3725311
"REP-B","Taiwan","DAC",2078294.376678,2078294.376678,2078294.376678
"REP-B","Taiwan","OEW",519204.417111,519204.417111,519204.417111
"REP-B","USA","BECCS",17354746.3123956,1446228.8593663,43386865.780989
"REP-B","USA","DAC",47222571.92085,47222571.92085,47222571.92085
"REP-B","USA","OEW",7389099.593932,7389099.593932,7389099.593932
"REP-B","USA","TEW",380102.984009,380102.984009,380102.984009
