"scenario","region","technology","mean_Jobs","min_Jobs","max_Jobs"
"EQP-A-MAIN","Japan","BECCS",1485096.9893448,123758.0824454,3712742.473362
"EQP-A-MAIN","Japan","DAC",3532412.354205,3532412.354205,3532412.354205
"EQP-A-MAIN","Japan","OEW",594018.9038764,594018.9038764,594018.9038764
"EQP-A-MAIN","Japan","TEW",15505.52160474,15505.52160474,15505.52160474
"EQP-A-MAIN","Mexico","BECCS",2777502.953316,231458.579443,6943757.38329
"EQP-A-MAIN","Mexico","DAC",5113861.219215,5113861.219215,5113861.219215
"EQP-A-MAIN","Mexico","OEW",751934.4349288,751934.4349288,751934.4349288
"EQP-A-MAIN","Mexico","TEW",52463.2845893,52463.2845893,52463.2845893
"EQP-A-MAIN","Middle East","BECCS",6523554.6989184,543629.5582432,16308886.747296
"EQP-A-MAIN","Middle East","DAC",15593730.416994,15593730.416994,15593730.416994
"EQP-A-MAIN","Middle East","OEW",3089300.6300494,3089300.6300494,3089300.6300494
"EQP-A-MAIN","Middle East","TEW",100618.6047144,100618.6047144,100618.6047144
"EQP-A-MAIN","Pakistan","BECCS",5170767.2558208,430897.2713184,12926918.139552
"EQP-A-MAIN","Pakistan","DAC",11676077.014059,11676077.014059,11676077.014059
"EQP-A-MAIN","Pakistan","OEW",3293675.8915964,3293675.8915964,3293675.8915964
"EQP-A-MAIN","Pakistan","TEW",81493.8817946,81493.8817946,81493.8817946
"EQP-A-MAIN","Russia","BECCS",2288662.539318,190721.8782765,5721656.348295
"EQP-A-MAIN","Russia","DAC",5076251.671476,5076251.671476,5076251.671476
"EQP-A-MAIN","Russia","OEW",582142.7471906,582142.7471906,582142.7471906
"EQP-A-MAIN","Russia","TEW",54571.43694876,54571.43694876,54571.43694876
"EQP-A-MAIN","South Africa","BECCS",1106179.25028888,92181.60419074,2765448.1257222
"EQP-A-MAIN","South Africa","DAC",2240285.080767,2240285.080767,2240285.080767
"EQP-A-MAIN","South Africa","OEW",513703.3333246,513703.3333246,513703.3333246
"EQP-A-MAIN","South Africa","TEW",21719.395311,21719.395311,21719.395311
"EQP-A-MAIN","South America_Northern","BECCS",598352.5241394,49862.71034495,1495881.3103485
"EQP-A-MAIN","South America_Northern","DAC",1733904.628365,1733904.628365,1733904.628365
"EQP-A-MAIN","South America_Northern","OEW",324638.7751332,324638.7751332,324638.7751332
"EQP-A-MAIN","South America_Northern","TEW",10629.36025764,10629.36025764,10629.36025764
"EQP-A-MAIN","South America_Southern","BECCS",1621469.4755166,135122.45629305,4053673.6887915
"EQP-A-MAIN","South America_Southern","DAC",3894459.664605,3894459.664605,3894459.664605
"EQP-A-MAIN","South America_Southern","OEW",521542.745667,521542.745667,521542.745667
"EQP-A-MAIN","South America_Southern","TEW",48665.24295084,48665.24295084,48665.24295084
"EQP-A-MAIN","South Asia","BECCS",4945771.7059392,412147.6421616,12364429.264848
"EQP-A-MAIN","South Asia","DAC",12915553.589505,12915553.589505,12915553.589505
"EQP-A-MAIN","South Asia","OEW",3436662.4913966,3436662.4913966,3436662.4913966
"EQP-A-MAIN","South Asia","TEW",61200.3950332,61200.3950332,61200.3950332
"EQP-A-MAIN","South Korea","BECCS",544238.4621264,45353.2051772,1360596.155316
"EQP-A-MAIN","South Korea","DAC",1704832.912722,1704832.912722,1704832.912722
"EQP-A-MAIN","South Korea","OEW",233635.8489586,233635.8489586,233635.8489586
"EQP-A-MAIN","South Korea","TEW",7670.57530164,7670.57530164,7670.57530164
"EQP-A-MAIN","Southeast Asia","BECCS",8337442.3948104,694786.8662342,20843605.987026
"EQP-A-MAIN","Southeast Asia","DAC",15891889.04586,15891889.04586,15891889.04586
"EQP-A-MAIN","Southeast Asia","OEW",3534583.573904,3534583.573904,3534583.573904
"EQP-A-MAIN","Southeast Asia","TEW",229615.061199,229615.061199,229615.061199
"EQP-A-MAIN","Taiwan","BECCS",441107.9572782,36758.99643985,1102769.8931955
"EQP-A-MAIN","Taiwan","DAC",775557.6871353,775557.6871353,775557.6871353
"EQP-A-MAIN","Taiwan","OEW",138982.23264658,138982.23264658,138982.23264658
"EQP-A-MAIN","USA","BECCS",7529722.986048,627476.915504,18824307.46512
"EQP-A-MAIN","USA","DAC",17498153.30661,17498153.30661,17498153.30661
"EQP-A-MAIN","USA","OEW",1477155.3637778,1477155.3637778,1477155.3637778
"EQP-A-MAIN","USA","TEW",276563.280831,276563.280831,276563.280831
"EQP-B","Africa_Eastern","BECCS",9311001.9049752,775916.8254146,23277504.762438
"EQP-B","Africa_Eastern","DAC",26864152.255662,26864152.255662,26864152.255662
"EQP-B","Africa_Eastern","OEW",3635403.426512,3635403.426512,3635403.426512
"EQP-B","Africa_Eastern","TEW",131633.1636968,131633.1636968,131633.1636968
"EQP-B","Africa_Northern","BECCS",3676625.0814612,306385.4234551,9191562.703653
"EQP-B","Africa_Northern","DAC",9122950.797774,9122950.797774,9122950.797774
"EQP-B","Africa_Northern","OEW",2219496.799095,2219496.799095,2219496.799095
"EQP-B","Africa_Northern","TEW",71008.356385,71008.356385,71008.356385
"EQP-B","Africa_Southern","BECCS",4600190.2478988,383349.1873249,11500475.619747
"EQP-B","Africa_Southern","DAC",14559205.452819,14559205.452819,14559205.452819
"EQP-B","Africa_Southern","OEW",3999874.6283124,3999874.6283124,3999874.6283124
"EQP-B","Africa_Southern","TEW",67972.08104506,67972.08104506,67972.08104506
"EQP-B","Africa_Western","BECCS",15351639.8323596,1279303.3193633,38379099.580899
"EQP-B","Africa_Western","DAC",46530997.46616,46530997.46616,46530997.46616
"EQP-B","Africa_Western","OEW",11695175.890496,11695175.890496,11695175.890496
"EQP-B","Africa_Western","TEW",392561.1199972,392561.1199972,392561.1199972
"EQP-B","Argentina","BECCS",911006.08776696,75917.17398058,2277515.2194174
"EQP-B","Argentina","DAC",4247228.797611,4247228.797611,4247228.797611
"EQP-B","Argentina","OEW",542086.273424,542086.273424,542086.273424
"EQP-B","Argentina","TEW",85683.87314828,85683.87314828,85683.87314828
"EQP-B","Australia_NZ","BECCS",692988.47086524,57749.03923877,1732471.1771631
"EQP-B","Australia_NZ","DAC",2031229.172412,2031229.172412,2031229.172412
"EQP-B","Australia_NZ","OEW",213204.66077336,213204.66077336,213204.66077336
"EQP-B","Australia_NZ","TEW",57915.578574,57915.578574,57915.578574
"EQP-B","Brazil","BECCS",3050332.7785728,254194.3982144,7625831.946432
"EQP-B","Brazil","DAC",15710261.226741,15710261.226741,15710261.226741
"EQP-B","Brazil","OEW",2205227.9095078,2205227.9095078,2205227.9095078
"EQP-B","Brazil","TEW",186449.0763086,186449.0763086,186449.0763086
"EQP-B","Canada","BECCS",889380.23483904,74115.01956992,2223450.5870976
"EQP-B","Canada","DAC",2034206.417046,2034206.417046,2034206.417046
"EQP-B","Canada","OEW",229159.2369642,229159.2369642,229159.2369642
"EQP-B","Canada","TEW",64798.42037668,64798.42037668,64798.42037668
"EQP-B","Central America and Caribbean","BECCS",1897111.82875452,158092.65239621,4742779.5718863
"EQP-B","Central America and Caribbean","DAC",3358341.209994,3358341.209994,3358341.209994
"EQP-B","Central America and Caribbean","OEW",758056.735651,758056.735651,758056.735651
"EQP-B","Central America and Caribbean","TEW",36374.58031944,36374.58031944,36374.58031944
"EQP-B","Central Asia","BECCS",1490264.42878932,124188.70239911,3725661.0719733
"EQP-B","Central Asia","DAC",5886155.01636,5886155.01636,5886155.01636
"EQP-B","Central Asia","OEW",811714.2994346,811714.2994346,811714.2994346
"EQP-B","Central Asia","TEW",84137.4393295,84137.4393295,84137.4393295
"EQP-B","China","BECCS",18213506.070768,1517792.172564,45533765.17692
"EQP-B","China","DAC",45079339.93929,45079339.93929,45079339.93929
"EQP-B","China","OEW",6895717.952466,6895717.952466,6895717.952466
"EQP-B","China","TEW",391987.6327334,391987.6327334,391987.6327334
"EQP-B","Colombia","BECCS",1013291.75057832,84440.97921486,2533229.3764458
"EQP-B","Colombia","DAC",3057893.592057,3057893.592057,3057893.592057
"EQP-B","Colombia","OEW",458091.5056968,458091.5056968,458091.5056968
"EQP-B","Colombia","TEW",12328.67402,12328.67402,12328.67402
"EQP-B","EU-12","BECCS",718411.21201344,59867.60100112,1796028.0300336
"EQP-B","EU-12","DAC",1442165.094,1442165.094,1442165.094
"EQP-B","EU-12","OEW",149559.394406,149559.394406,149559.394406
"EQP-B","EU-12","TEW",64270.33453324,64270.33453324,64270.33453324
"EQP-B","EU-15","BECCS",5355371.9169372,446280.9930781,13388429.792343
"EQP-B","EU-15","DAC",8022039.87006,8022039.87006,8022039.87006
"EQP-B","EU-15","OEW",1248780.656528,1248780.656528,1248780.656528
"EQP-B","EU-15","TEW",183418.7041786,183418.7041786,183418.7041786
"EQP-B","Europe_Eastern","BECCS",308322.13417704,25693.51118142,770805.3354426
"EQP-B","Europe_Eastern","DAC",909391.6441527,909391.6441527,909391.6441527
"EQP-B","Europe_Eastern","OEW",102435.29056598,102435.29056598,102435.29056598
"EQP-B","Europe_Eastern","TEW",55281.53741748,55281.53741748,55281.53741748
"EQP-B","Europe_Non_EU","BECCS",437709.18644712,36475.76553726,1094272.9661178
"EQP-B","Europe_Non_EU","DAC",1150333.899303,1150333.899303,1150333.899303
"EQP-B","Europe_Non_EU","OEW",119574.86294062,119574.86294062,119574.86294062
"EQP-B","Europe_Non_EU","TEW",49425.72191234,49425.72191234,49425.72191234
"EQP-B","European Free Trade Association","BECCS",457473.9183576,38122.8265298,1143684.795894
"EQP-B","European Free Trade Association","DAC",379930.97604,379930.97604,379930.97604
"EQP-B","European Free Trade Association","OEW",75674.7216948,75674.7216948,75674.7216948
"EQP-B","European Free Trade Association","TEW",3181.01454352,3181.01454352,3181.01454352
"EQP-B","India","BECCS",29099275.480212,2424939.623351,72748188.70053
"EQP-B","India","DAC",57728443.8633,57728443.8633,57728443.8633
"EQP-B","India","OEW",14079440.911492,14079440.911492,14079440.911492
"EQP-B","India","TEW",584802.628376,584802.628376,584802.628376
"EQP-B","Indonesia","BECCS",5063968.3465116,421997.3622093,12659920.866279
"EQP-B","Indonesia","DAC",7852068.523524,7852068.523524,7852068.523524
"EQP-B","Indonesia","OEW",1944572.2924966,1944572.2924966,1944572.2924966
"EQP-B","Indonesia","TEW",113569.1725984,113569.1725984,113569.1725984
"EQP-B","Japan","BECCS",1421143.4635164,118428.6219597,3552858.658791
"EQP-B","Japan","DAC",3306479.448717,3306479.448717,3306479.448717
"EQP-B","Japan","OEW",546071.2771308,546071.2771308,546071.2771308
"EQP-B","Japan","TEW",15283.22791806,15283.22791806,15283.22791806
"EQP-B","Mexico","BECCS",3012738.1195872,251061.5099656,7531845.298968
"EQP-B","Mexico","DAC",5804758.221324,5804758.221324,5804758.221324
"EQP-B","Mexico","OEW",891820.5913628,891820.5913628,891820.5913628
"EQP-B","Mexico","TEW",54136.20570588,54136.20570588,54136.20570588
"EQP-B","Middle East","BECCS",6537924.068706,544827.0057255,16344810.171765
"EQP-B","Middle East","DAC",15530975.223495,15530975.223495,15530975.223495
"EQP-B","Middle East","OEW",3109196.5560722,3109196.5560722,3109196.5560722
"EQP-B","Middle East","TEW",100554.1263866,100554.1263866,100554.1263866
"EQP-B","Pakistan","BECCS",5185250.635572,432104.219631,12963126.58893
"EQP-B","Pakistan","DAC",11611976.39826,11611976.39826,11611976.39826
"EQP-B","Pakistan","OEW",3312320.381996,3312320.381996,3312320.381996
"EQP-B","Pakistan","TEW",81445.1752338,81445.1752338,81445.1752338
"EQP-B","Russia","BECCS",2291429.466834,190952.4555695,5728573.667085
"EQP-B","Russia","DAC",5063131.878876,5063131.878876,5063131.878876
"EQP-B","Russia","OEW",586322.4817986,586322.4817986,586322.4817986
"EQP-B","Russia","TEW",54525.09332942,54525.09332942,54525.09332942
"EQP-B","South Africa","BECCS",1111623.60646536,92635.30053878,2779059.0161634
"EQP-B","South Africa","DAC",2223489.942075,2223489.942075,2223489.942075
"EQP-B","South Africa","OEW",515848.9602972,515848.9602972,515848.9602972
"EQP-B","South Africa","TEW",21697.158623,21697.158623,21697.158623
"EQP-B","South America_Northern","BECCS",728693.75518512,60724.47959876,1821734.3879628
"EQP-B","South America_Northern","DAC",2319110.106027,2319110.106027,2319110.106027
"EQP-B","South America_Northern","OEW",414742.28375,414742.28375,414742.28375
"EQP-B","South America_Northern","TEW",11062.95345162,11062.95345162,11062.95345162
"EQP-B","South America_Southern","BECCS",2028097.17847116,169008.09820593,5070242.9461779
"EQP-B","South America_Southern","DAC",6445754.368404,6445754.368404,6445754.368404
"EQP-B","South America_Southern","OEW",845051.6762964,845051.6762964,845051.6762964
"EQP-B","South America_Southern","TEW",53132.6448347,53132.6448347,53132.6448347
"EQP-B","South Asia","BECCS",4975319.5998672,414609.9666556,12438298.999668
"EQP-B","South Asia","DAC",12819132.343734,12819132.343734,12819132.343734
"EQP-B","South Asia","OEW",3451747.3258872,3451747.3258872,3451747.3258872
"EQP-B","South Asia","TEW",61154.8508932,61154.8508932,61154.8508932
"EQP-B","South Korea","BECCS",155762.447411316,12980.203950943,389406.11852829
"EQP-B","South Korea","DAC",927522.2712417,927522.2712417,927522.2712417
"EQP-B","South Korea","OEW",35322.351471634,35322.351471634,35322.351471634
"EQP-B","South Korea","TEW",5058.3468846494,5058.3468846494,5058.3468846494
"EQP-B","Southeast Asia","BECCS",8368977.2057508,697414.7671459,20922443.014377
"EQP-B","Southeast Asia","DAC",15793370.47044,15793370.47044,15793370.47044
"EQP-B","Southeast Asia","OEW",3556514.734798,3556514.734798,3556514.734798
"EQP-B","Southeast Asia","TEW",229452.9974006,229452.9974006,229452.9974006
"EQP-B","Taiwan","BECCS",442739.42009952,36894.95167496,1106848.5502488
"EQP-B","Taiwan","DAC",770875.834251,770875.834251,770875.834251
"EQP-B","Taiwan","OEW",139383.3355605,139383.3355605,139383.3355605
"EQP-B","USA","BECCS",7547382.2796924,628948.5233077,18868455.699231
"EQP-B","USA","DAC",17440530.06861,17440530.06861,17440530.06861
"EQP-B","USA","OEW",1486479.1087806,1486479.1087806,1486479.1087806
"EQP-B","USA","TEW",276221.7723876,276221.7723876,276221.7723876
"REP-A","Africa_Eastern","BECCS",1949354.83760724,162446.23646727,4873387.0940181
"REP-A","Africa_Eastern","DAC",2217349.8384345,2217349.8384345,2217349.8384345
"REP-A","Africa_Eastern","OEW",102851.95688796,102851.95688796,102851.95688796
"REP-A","Africa_Eastern","TEW",70746.451492962,70746.451492962,70746.451492962
"REP-A","Africa_Northern","BECCS",2975797.8396852,247983.1533071,7439494.599213
"REP-A","Africa_Northern","DAC",6239318.953254,6239318.953254,6239318.953254
"REP-A","Africa_Northern","OEW",1417334.7369,1417334.7369,1417334.7369
"REP-A","Africa_Northern","TEW",65067.81293802,65067.81293802,65067.81293802
"REP-A","Africa_Southern","BECCS",1274281.31438556,106190.10953213,3185703.2859639
"REP-A","Africa_Southern","DAC",2439033.1170279,2439033.1170279,2439033.1170279
"REP-A","Africa_Southern","OEW",433513.37688456,433513.37688456,433513.37688456
"REP-A","Africa_Southern","TEW",43146.059783858,43146.059783858,43146.059783858
"REP-A","Africa_Western","BECCS",3908116.98234648,325676.41519554,9770292.4558662
"REP-A","Africa_Western","DAC",6273009.064713,6273009.064713,6273009.064713
"REP-A","Africa_Western","OEW",762983.0157206,762983.0157206,762983.0157206
"REP-A","Africa_Western","TEW",214265.80689242,214265.80689242,214265.80689242
"REP-A","Argentina","BECCS",628901.25032388,52408.43752699,1572253.1258097
"REP-A","Argentina","DAC",2202814.101624,2202814.101624,2202814.101624
"REP-A","Argentina","OEW",289369.5911352,289369.5911352,289369.5911352
"REP-A","Argentina","TEW",73972.82284412,73972.82284412,73972.82284412
"REP-A","Australia_NZ","BECCS",1360422.79231716,113368.56602643,3401056.9807929
"REP-A","Australia_NZ","DAC",5028211.624596,5028211.624596,5028211.624596
"REP-A","Australia_NZ","OEW",699550.39971,699550.39971,699550.39971
"REP-A","Australia_NZ","TEW",74781.35989414,74781.35989414,74781.35989414
"REP-A","Brazil","BECCS",1660197.08040792,138349.75670066,4150492.7010198
"REP-A","Brazil","DAC",5918028.76371,5918028.76371,5918028.76371
"REP-A","Brazil","OEW",770481.0215622,770481.0215622,770481.0215622
"REP-A","Brazil","TEW",147985.74301312,147985.74301312,147985.74301312
"REP-A","Canada","BECCS",1966149.3554028,163845.7796169,4915373.388507
"REP-A","Canada","DAC",4698895.666503,4698895.666503,4698895.666503
"REP-A","Canada","OEW",930211.3780504,930211.3780504,930211.3780504
"REP-A","Canada","TEW",89294.66896594,89294.66896594,89294.66896594
"REP-A","Central America and Caribbean","BECCS",1212224.2293852,101018.6857821,3030560.573463
"REP-A","Central America and Caribbean","DAC",1579234.308705,1579234.308705,1579234.308705
"REP-A","Central America and Caribbean","OEW",304904.8681714,304904.8681714,304904.8681714
"REP-A","Central America and Caribbean","TEW",29941.24597736,29941.24597736,29941.24597736
"REP-A","Central Asia","BECCS",1602372.4325796,133531.0360483,4005931.081449
"REP-A","Central Asia","DAC",6213514.831638,6213514.831638,6213514.831638
"REP-A","Central Asia","OEW",927849.0240438,927849.0240438,927849.0240438
"REP-A","Central Asia","TEW",86356.86900416,86356.86900416,86356.86900416
"REP-A","China","BECCS",30284650.655796,2523720.887983,75711626.63949
"REP-A","China","DAC",107462491.49937,107462491.49937,107462491.49937
"REP-A","China","OEW",20987869.015988,20987869.015988,20987869.015988
"REP-A","China","TEW",472472.1940466,472472.1940466,472472.1940466
"REP-A","Colombia","BECCS",567690.61262628,47307.55105219,1419226.5315657
"REP-A","Colombia","DAC",1270318.5071031,1270318.5071031,1270318.5071031
"REP-A","Colombia","OEW",150323.56552312,150323.56552312,150323.56552312
"REP-A","Colombia","TEW",9964.350548374,9964.350548374,9964.350548374
"REP-A","EU-12","BECCS",2363209.2800784,196934.1066732,5908023.200196
"REP-A","EU-12","DAC",6757569.407649,6757569.407649,6757569.407649
"REP-A","EU-12","OEW",1617825.754366,1617825.754366,1617825.754366
"REP-A","EU-12","TEW",109314.06955268,109314.06955268,109314.06955268
"REP-A","EU-15","BECCS",10899743.473698,908311.9561415,27249358.684245
"REP-A","EU-15","DAC",21114198.83814,21114198.83814,21114198.83814
"REP-A","EU-15","OEW",4986713.718402,4986713.718402,4986713.718402
"REP-A","EU-15","TEW",234998.8977942,234998.8977942,234998.8977942
"REP-A","Europe_Eastern","BECCS",979715.69484708,81642.97457059,2449289.2371177
"REP-A","Europe_Eastern","DAC",3007866.324537,3007866.324537,3007866.324537
"REP-A","Europe_Eastern","OEW",754832.5853064,754832.5853064,754832.5853064
"REP-A","Europe_Eastern","TEW",87868.56657872,87868.56657872,87868.56657872
"REP-A","Europe_Non_EU","BECCS",1570214.0365548,130851.1697129,3925535.091387
"REP-A","Europe_Non_EU","DAC",5238455.552943,5238455.552943,5238455.552943
"REP-A","Europe_Non_EU","OEW",1166929.696208,1166929.696208,1166929.696208
"REP-A","Europe_Non_EU","TEW",81477.3091548,81477.3091548,81477.3091548
"REP-A","European Free Trade Association","BECCS",404958.317046,33746.5264205,1012395.792615
"REP-A","European Free Trade Association","DAC",311722.839864,311722.839864,311722.839864
"REP-A","European Free Trade Association","OEW",61786.060404,61786.060404,61786.060404
"REP-A","European Free Trade Association","TEW",3080.1886917,3080.1886917,3080.1886917
"REP-A","India","BECCS",22005781.7301624,1833815.1441802,55014454.325406
"REP-A","India","DAC",36386366.13078,36386366.13078,36386366.13078
"REP-A","India","OEW",7946174.656516,7946174.656516,7946174.656516
"REP-A","India","TEW",521450.6210928,521450.6210928,521450.6210928
"REP-A","Indonesia","BECCS",3982944.5425536,331912.0452128,9957361.356384
"REP-A","Indonesia","DAC",5707563.616254,5707563.616254,5707563.616254
"REP-A","Indonesia","OEW",1202008.302549,1202008.302549,1202008.302549
"REP-A","Indonesia","TEW",102822.46115344,102822.46115344,102822.46115344
"REP-A","Japan","BECCS",2911613.7372972,242634.4781081,7279034.343243
"REP-A","Japan","DAC",9231712.404294,9231712.404294,9231712.404294
"REP-A","Japan","OEW",2157005.695602,2157005.695602,2157005.695602
"REP-A","Japan","TEW",18643.09635288,18643.09635288,18643.09635288
"REP-A","Mexico","BECCS",2641386.11982324,220115.50998527,6603465.2995581
"REP-A","Mexico","DAC",4553560.509417,4553560.509417,4553560.509417
"REP-A","Mexico","OEW",650452.0338946,650452.0338946,650452.0338946
"REP-A","Mexico","TEW",50491.44246722,50491.44246722,50491.44246722
"REP-A","Middle East","BECCS",7865408.3845284,655450.6987107,19663520.961321
"REP-A","Middle East","DAC",19705479.75441,19705479.75441,19705479.75441
"REP-A","Middle East","OEW",4292871.994282,4292871.994282,4292871.994282
"REP-A","Middle East","TEW",106161.0698624,106161.0698624,106161.0698624
"REP-A","Pakistan","BECCS",1947143.66300964,162261.97191747,4867859.1575241
"REP-A","Pakistan","DAC",1930615.445541,1930615.445541,1930615.445541
"REP-A","Pakistan","OEW",444645.3764992,444645.3764992,444645.3764992
"REP-A","Pakistan","TEW",55629.62885928,55629.62885928,55629.62885928
"REP-A","Russia","BECCS",5614982.7997812,467915.2333151,14037456.999453
"REP-A","Russia","DAC",15109352.38263,15109352.38263,15109352.38263
"REP-A","Russia","OEW",3110264.897652,3110264.897652,3110264.897652
"REP-A","Russia","TEW",74087.1901202,74087.1901202,74087.1901202
"REP-A","South Africa","BECCS",1610511.988872,134209.332406,4026279.97218
"REP-A","South Africa","DAC",4560170.306253,4560170.306253,4560170.306253
"REP-A","South Africa","OEW",1126382.8602004,1126382.8602004,1126382.8602004
"REP-A","South Africa","TEW",24505.72727088,24505.72727088,24505.72727088
"REP-A","South America_Northern","BECCS",366926.40703392,30577.20058616,917316.0175848
"REP-A","South America_Northern","DAC",813318.1685943,813318.1685943,813318.1685943
"REP-A","South America_Northern","OEW",157471.51059724,157471.51059724,157471.51059724
"REP-A","South America_Northern","TEW",9171.21584444,9171.21584444,9171.21584444
"REP-A","South America_Southern","BECCS",1295007.61598352,107917.30133196,3237519.0399588
"REP-A","South America_Southern","DAC",2613930.140412,2613930.140412,2613930.140412
"REP-A","South America_Southern","OEW",315664.2136048,315664.2136048,315664.2136048
"REP-A","South America_Southern","TEW",43125.18262144,43125.18262144,43125.18262144
"REP-A","South Asia","BECCS",1755618.3449598,146301.52874665,4389045.8623995
"REP-A","South Asia","DAC",2406244.8752496,2406244.8752496,2406244.8752496
"REP-A","South Asia","OEW",438523.19150752,438523.19150752,438523.19150752
"REP-A","South Asia","TEW",41937.85972614,41937.85972614,41937.85972614
"REP-A","South Korea","BECCS",1154849.3323596,96237.4443633,2887123.330899
"REP-A","South Korea","DAC",5739408.27696,5739408.27696,5739408.27696
"REP-A","South Korea","OEW",1279174.619031,1279174.619031,1279174.619031
"REP-A","South Korea","TEW",9712.1613435,9712.1613435,9712.1613435
"REP-A","Southeast Asia","BECCS",7402763.9829696,616896.9985808,18506909.957424
"REP-A","Southeast Asia","DAC",13893712.190931,13893712.190931,13893712.190931
"REP-A","Southeast Asia","OEW",2861000.7061308,2861000.7061308,2861000.7061308
"REP-A","Southeast Asia","TEW",217637.6256402,217637.6256402,217637.6256402
"REP-A","Taiwan","BECCS",977080.87569984,81423.40630832,2442702.1892496
"REP-A","Taiwan","DAC",2106563.085327,2106563.085327,2106563.085327
"REP-A","Taiwan","OEW",504663.2234378,504663.2234378,504663.2234378
"REP-A","USA","BECCS",17451244.5189624,1454270.3765802,43628111.297406
"REP-A","USA","DAC",47962965.84327,47962965.84327,47962965.84327
"REP-A","USA","OEW",7278270.811504,7278270.811504,7278270.811504
"REP-A","USA","TEW",384228.1785926,384228.1785926,384228.1785926
"REP-B","Africa_Eastern","BECCS",2193206.13141156,182767.17761763,5483015.3285289
"REP-B","Africa_Eastern","DAC",2268501.215637,2268501.215637,2268501.215637
"REP-B","Africa_Eastern","OEW",171321.96416826,171321.96416826,171321.96416826
"REP-B","Africa_Eastern","TEW",75889.478970414,75889.478970414,75889.478970414
"REP-B","Africa_Northern","BECCS",2982685.6449924,248557.1370827,7456714.112481
"REP-B","Africa_Northern","DAC",6159432.001464,6159432.001464,6159432.001464
"REP-B","Africa_Northern","OEW",1459268.858413,1459268.858413,1459268.858413
"REP-B","Africa_Northern","TEW",64912.2970815,64912.2970815,64912.2970815
"REP-B","Africa_Southern","BECCS",1325929.85120028,110494.15426669,3314824.6280007
"REP-B","Africa_Southern","DAC",2435686.217892,2435686.217892,2435686.217892
"REP-B","Africa_Southern","OEW",474914.86202714,474914.86202714,474914.86202714
"REP-B","Africa_Southern","TEW",44898.645815378,44898.645815378,44898.645815378
"REP-B","Africa_Western","BECCS",4008336.4963032,334028.0413586,10020841.240758
"REP-B","Africa_Western","DAC",6377489.70909,6377489.70909,6377489.70909
"REP-B","Africa_Western","OEW",812242.1897536,812242.1897536,812242.1897536
"REP-B","Africa_Western","TEW",219046.44406296,219046.44406296,219046.44406296
"REP-B","Argentina","BECCS",1606106.61597996,133842.21799833,4015266.5399499
"REP-B","Argentina","DAC",9095729.087298,9095729.087298,9095729.087298
"REP-B","Argentina","OEW",1298948.2315354,1298948.2315354,1298948.2315354
"REP-B","Argentina","TEW",100861.20074658,100861.20074658,100861.20074658
"REP-B","Australia_NZ","BECCS",1361480.91866172,113456.74322181,3403702.2966543
"REP-B","Australia_NZ","DAC",4949497.159386,4949497.159386,4949497.159386
"REP-B","Australia_NZ","OEW",710693.2106674,710693.2106674,710693.2106674
"REP-B","Australia_NZ","TEW",74049.3433799,74049.3433799,74049.3433799
"REP-B","Brazil","BECCS",4303293.4513344,358607.7876112,10758233.628336
"REP-B","Brazil","DAC",26502717.117909,26502717.117909,26502717.117909
"REP-B","Brazil","OEW",3740795.467069,3740795.467069,3740795.467069
"REP-B","Brazil","TEW",199436.45874574,199436.45874574,199436.45874574
"REP-B","Canada","BECCS",1765844.964768,147153.747064,4414612.41192
"REP-B","Canada","DAC",3833221.244982,3833221.244982,3833221.244982
"REP-B","Canada","OEW",787864.6668166,787864.6668166,787864.6668166
"REP-B","Canada","TEW",85591.60167406,85591.60167406,85591.60167406
"REP-B","Central America and Caribbean","BECCS",1628452.5252816,135704.3771068,4071131.313204
"REP-B","Central America and Caribbean","DAC",2297437.72899,2297437.72899,2297437.72899
"REP-B","Central America and Caribbean","OEW",546058.646516,546058.646516,546058.646516
"REP-B","Central America and Caribbean","TEW",33875.81934,33875.81934,33875.81934
"REP-B","Central Asia","BECCS",2236863.0371004,186405.2530917,5592157.592751
"REP-B","Central Asia","DAC",11246277.173898,11246277.173898,11246277.173898
"REP-B","Central Asia","OEW",1739140.4435716,1739140.4435716,1739140.4435716
"REP-B","Central Asia","TEW",96096.90006104,96096.90006104,96096.90006104
"REP-B","China","BECCS",30342511.075356,2528542.589613,75856277.68839
"REP-B","China","DAC",106335132.01146,106335132.01146,106335132.01146
"REP-B","China","OEW",21682499.005762,21682499.005762,21682499.005762
"REP-B","China","TEW",471880.48766,471880.48766,471880.48766
"REP-B","Colombia","BECCS",1118408.07805944,93200.67317162,2796020.1951486
"REP-B","Colombia","DAC",3450543.6404712,3450543.6404712,3450543.6404712
"REP-B","Colombia","OEW",534820.39117596,534820.39117596,534820.39117596
"REP-B","Colombia","TEW",12408.89375204,12408.89375204,12408.89375204
"REP-B","EU-12","BECCS",750154.14955272,62512.84579606,1875385.3738818
"REP-B","EU-12","DAC",1480284.208059,1480284.208059,1480284.208059
"REP-B","EU-12","OEW",170820.4029826,170820.4029826,170820.4029826
"REP-B","EU-12","TEW",64562.49769778,64562.49769778,64562.49769778
"REP-B","EU-15","BECCS",5666934.3358188,472244.5279849,14167335.839547
"REP-B","EU-15","DAC",8145728.40345,8145728.40345,8145728.40345
"REP-B","EU-15","OEW",1468423.534914,1468423.534914,1468423.534914
"REP-B","EU-15","TEW",186043.5669808,186043.5669808,186043.5669808
