"scenario","region","technology","year","mean_Jobs","min_Jobs","max_Jobs"
"CAP-A-MAIN","Africa_Eastern","BECCS",2025,137.20183176,11.43348598,343.0045794
"CAP-A-MAIN","Africa_Eastern","BECCS",2030,1432.2333912,119.3527826,3580.583478
"CAP-A-MAIN","Africa_Eastern","BECCS",2035,8894.74854,741.229045,22236.87135
"CAP-A-MAIN","Africa_Eastern","BECCS",2040,19459.184856,1621.598738,48647.96214
"CAP-A-MAIN","Africa_Eastern","BECCS",2045,36874.515924,3072.876327,92186.28981
"CAP-A-MAIN","Africa_Eastern","BECCS",2050,93579.34644,7798.27887,233948.3661
"CAP-A-MAIN","Africa_Eastern","BECCS",2055,146328.7014,12194.05845,365821.7535
"CAP-A-MAIN","Africa_Eastern","BECCS",2060,238442.71464,19870.22622,596106.7866
"CAP-A-MAIN","Africa_Eastern","BECCS",2065,298821.92316,24901.82693,747054.8079
"CAP-A-MAIN","Africa_Eastern","BECCS",2070,362463.1482,30205.26235,906157.8705
"CAP-A-MAIN","Africa_Eastern","BECCS",2075,427442.97492,35620.24791,1068607.4373
"CAP-A-MAIN","Africa_Eastern","BECCS",2080,485526.9348,40460.5779,1213817.337
"CAP-A-MAIN","Africa_Eastern","BECCS",2085,530697.0408,44224.7534,1326742.602
"CAP-A-MAIN","Africa_Eastern","BECCS",2090,561931.08,46827.59,1404827.7
"CAP-A-MAIN","Africa_Eastern","BECCS",2095,582366.5376,48530.5448,1455916.344
"CAP-A-MAIN","Africa_Eastern","BECCS",2100,602040.726,50170.0605,1505101.815
"CAP-A-MAIN","Africa_Eastern","DAC",2025,1732.43748,1732.43748,1732.43748
"CAP-A-MAIN","Africa_Eastern","DAC",2030,7515.454161,7515.454161,7515.454161
"CAP-A-MAIN","Africa_Eastern","DAC",2035,18132.50826,18132.50826,18132.50826
"CAP-A-MAIN","Africa_Eastern","DAC",2040,28168.94058,28168.94058,28168.94058
"CAP-A-MAIN","Africa_Eastern","DAC",2045,40424.38461,40424.38461,40424.38461
"CAP-A-MAIN","Africa_Eastern","DAC",2050,60857.64201,60857.64201,60857.64201
"CAP-A-MAIN","Africa_Eastern","DAC",2055,96319.47552,96319.47552,96319.47552
"CAP-A-MAIN","Africa_Eastern","DAC",2060,187814.5725,187814.5725,187814.5725
"CAP-A-MAIN","Africa_Eastern","DAC",2065,257170.377,257170.377,257170.377
"CAP-A-MAIN","Africa_Eastern","DAC",2070,334411.6983,334411.6983,334411.6983
"CAP-A-MAIN","Africa_Eastern","DAC",2075,437924.5077,437924.5077,437924.5077
"CAP-A-MAIN","Africa_Eastern","DAC",2080,574831.9527,574831.9527,574831.9527
"CAP-A-MAIN","Africa_Eastern","DAC",2085,752363.8905,752363.8905,752363.8905
"CAP-A-MAIN","Africa_Eastern","DAC",2090,969829.4583,969829.4583,969829.4583
"CAP-A-MAIN","Africa_Eastern","DAC",2095,1219515.855,1219515.855,1219515.855
"CAP-A-MAIN","Africa_Eastern","DAC",2100,1484903.979,1484903.979,1484903.979
"CAP-A-MAIN","Africa_Eastern","OEW",2025,51.83348504,51.83348504,51.83348504
"CAP-A-MAIN","Africa_Eastern","OEW",2030,504.7434816,504.7434816,504.7434816
"CAP-A-MAIN","Africa_Eastern","OEW",2035,4473.109276,4473.109276,4473.109276
"CAP-A-MAIN","Africa_Eastern","OEW",2040,11651.96584,11651.96584,11651.96584
"CAP-A-MAIN","Africa_Eastern","OEW",2045,19036.8638,19036.8638,19036.8638
"CAP-A-MAIN","Africa_Eastern","OEW",2050,35544.15766,35544.15766,35544.15766
"CAP-A-MAIN","Africa_Eastern","OEW",2055,14136.06498,14136.06498,14136.06498
"CAP-A-MAIN","Africa_Eastern","OEW",2060,24093.36344,24093.36344,24093.36344
"CAP-A-MAIN","Africa_Eastern","OEW",2065,31113.98162,31113.98162,31113.98162
"CAP-A-MAIN","Africa_Eastern","OEW",2070,36376.64,36376.64,36376.64
"CAP-A-MAIN","Africa_Eastern","OEW",2075,42353.70332,42353.70332,42353.70332
"CAP-A-MAIN","Africa_Eastern","OEW",2080,50316.59382,50316.59382,50316.59382
"CAP-A-MAIN","Africa_Eastern","OEW",2085,59821.09112,59821.09112,59821.09112
"CAP-A-MAIN","Africa_Eastern","OEW",2090,70066.39576,70066.39576,70066.39576
"CAP-A-MAIN","Africa_Eastern","OEW",2095,79855.5256,79855.5256,79855.5256
"CAP-A-MAIN","Africa_Eastern","OEW",2100,88087.2072,88087.2072,88087.2072
"CAP-A-MAIN","Africa_Eastern","TEW",2025,3.077955122,3.077955122,3.077955122
"CAP-A-MAIN","Africa_Eastern","TEW",2030,33.384368,33.384368,33.384368
"CAP-A-MAIN","Africa_Eastern","TEW",2035,282.5760864,282.5760864,282.5760864
"CAP-A-MAIN","Africa_Eastern","TEW",2040,678.1038402,678.1038402,678.1038402
"CAP-A-MAIN","Africa_Eastern","TEW",2045,1207.037054,1207.037054,1207.037054
"CAP-A-MAIN","Africa_Eastern","TEW",2050,3444.273754,3444.273754,3444.273754
"CAP-A-MAIN","Africa_Eastern","TEW",2055,5697.205214,5697.205214,5697.205214
"CAP-A-MAIN","Africa_Eastern","TEW",2060,8001.98072,8001.98072,8001.98072
"CAP-A-MAIN","Africa_Eastern","TEW",2065,8617.96338,8617.96338,8617.96338
"CAP-A-MAIN","Africa_Eastern","TEW",2070,9000.50482,9000.50482,9000.50482
"CAP-A-MAIN","Africa_Eastern","TEW",2075,9371.0185,9371.0185,9371.0185
"CAP-A-MAIN","Africa_Eastern","TEW",2080,9740.35874,9740.35874,9740.35874
"CAP-A-MAIN","Africa_Eastern","TEW",2085,10082.92988,10082.92988,10082.92988
"CAP-A-MAIN","Africa_Eastern","TEW",2090,10380.25024,10380.25024,10380.25024
"CAP-A-MAIN","Africa_Eastern","TEW",2095,10620.95212,10620.95212,10620.95212
"CAP-A-MAIN","Africa_Eastern","TEW",2100,10808.33582,10808.33582,10808.33582
"CAP-A-MAIN","Africa_Northern","BECCS",2025,549.7991772,45.8165981,1374.497943
"CAP-A-MAIN","Africa_Northern","BECCS",2030,4487.439912,373.953326,11218.59978
"CAP-A-MAIN","Africa_Northern","BECCS",2035,15199.905684,1266.658807,37999.76421
"CAP-A-MAIN","Africa_Northern","BECCS",2040,27264.130332,2272.010861,68160.32583
"CAP-A-MAIN","Africa_Northern","BECCS",2045,46084.94916,3840.41243,115212.3729
"CAP-A-MAIN","Africa_Northern","BECCS",2050,107907.04884,8992.25407,269767.6221
"CAP-A-MAIN","Africa_Northern","BECCS",2055,154083.08628,12840.25719,385207.7157
"CAP-A-MAIN","Africa_Northern","BECCS",2060,212414.34864,17701.19572,531035.8716
"CAP-A-MAIN","Africa_Northern","BECCS",2065,227461.0764,18955.0897,568652.691
"CAP-A-MAIN","Africa_Northern","BECCS",2070,240512.6628,20042.7219,601281.657
"CAP-A-MAIN","Africa_Northern","BECCS",2075,257221.86168,21435.15514,643054.6542
"CAP-A-MAIN","Africa_Northern","BECCS",2080,273990.46596,22832.53883,684976.1649
"CAP-A-MAIN","Africa_Northern","BECCS",2085,291786.1236,24315.5103,729465.309
"CAP-A-MAIN","Africa_Northern","BECCS",2090,306260.79936,25521.73328,765651.9984
"CAP-A-MAIN","Africa_Northern","BECCS",2095,318566.07792,26547.17316,796415.1948
"CAP-A-MAIN","Africa_Northern","BECCS",2100,324847.20888,27070.60074,812118.0222
"CAP-A-MAIN","Africa_Northern","DAC",2025,4498.242894,4498.242894,4498.242894
"CAP-A-MAIN","Africa_Northern","DAC",2030,17518.87248,17518.87248,17518.87248
"CAP-A-MAIN","Africa_Northern","DAC",2035,60927.16833,60927.16833,60927.16833
"CAP-A-MAIN","Africa_Northern","DAC",2040,97039.16094,97039.16094,97039.16094
"CAP-A-MAIN","Africa_Northern","DAC",2045,103427.66166,103427.66166,103427.66166
"CAP-A-MAIN","Africa_Northern","DAC",2050,133211.109,133211.109,133211.109
"CAP-A-MAIN","Africa_Northern","DAC",2055,184345.9572,184345.9572,184345.9572
"CAP-A-MAIN","Africa_Northern","DAC",2060,346309.2798,346309.2798,346309.2798
"CAP-A-MAIN","Africa_Northern","DAC",2065,427761.7839,427761.7839,427761.7839
"CAP-A-MAIN","Africa_Northern","DAC",2070,490326.6711,490326.6711,490326.6711
"CAP-A-MAIN","Africa_Northern","DAC",2075,540089.6946,540089.6946,540089.6946
"CAP-A-MAIN","Africa_Northern","DAC",2080,576422.6973,576422.6973,576422.6973
"CAP-A-MAIN","Africa_Northern","DAC",2085,596850.4542,596850.4542,596850.4542
"CAP-A-MAIN","Africa_Northern","DAC",2090,611786.5119,611786.5119,611786.5119
"CAP-A-MAIN","Africa_Northern","DAC",2095,621774.3198,621774.3198,621774.3198
"CAP-A-MAIN","Africa_Northern","DAC",2100,640358.3091,640358.3091,640358.3091
"CAP-A-MAIN","Africa_Northern","OEW",2025,289.6218602,289.6218602,289.6218602
"CAP-A-MAIN","Africa_Northern","OEW",2030,2378.812236,2378.812236,2378.812236
"CAP-A-MAIN","Africa_Northern","OEW",2035,13203.32686,13203.32686,13203.32686
"CAP-A-MAIN","Africa_Northern","OEW",2040,33337.0637,33337.0637,33337.0637
"CAP-A-MAIN","Africa_Northern","OEW",2045,72781.8826,72781.8826,72781.8826
"CAP-A-MAIN","Africa_Northern","OEW",2050,150745.2362,150745.2362,150745.2362
"CAP-A-MAIN","Africa_Northern","OEW",2055,76995.2656,76995.2656,76995.2656
"CAP-A-MAIN","Africa_Northern","OEW",2060,98579.961,98579.961,98579.961
"CAP-A-MAIN","Africa_Northern","OEW",2065,109287.601,109287.601,109287.601
"CAP-A-MAIN","Africa_Northern","OEW",2070,114727.9622,114727.9622,114727.9622
"CAP-A-MAIN","Africa_Northern","OEW",2075,115906.536,115906.536,115906.536
"CAP-A-MAIN","Africa_Northern","OEW",2080,114992.7196,114992.7196,114992.7196
"CAP-A-MAIN","Africa_Northern","OEW",2085,111683.6188,111683.6188,111683.6188
"CAP-A-MAIN","Africa_Northern","OEW",2090,108348.1156,108348.1156,108348.1156
"CAP-A-MAIN","Africa_Northern","OEW",2095,104931.205,104931.205,104931.205
"CAP-A-MAIN","Africa_Northern","OEW",2100,103416.734,103416.734,103416.734
"CAP-A-MAIN","Africa_Northern","TEW",2025,48.5756489,48.5756489,48.5756489
"CAP-A-MAIN","Africa_Northern","TEW",2030,312.5992822,312.5992822,312.5992822
"CAP-A-MAIN","Africa_Northern","TEW",2035,956.551618,956.551618,956.551618
"CAP-A-MAIN","Africa_Northern","TEW",2040,1538.115816,1538.115816,1538.115816
"CAP-A-MAIN","Africa_Northern","TEW",2045,2347.43005,2347.43005,2347.43005
"CAP-A-MAIN","Africa_Northern","TEW",2050,3750.614934,3750.614934,3750.614934
"CAP-A-MAIN","Africa_Northern","TEW",2055,4519.65084,4519.65084,4519.65084
"CAP-A-MAIN","Africa_Northern","TEW",2060,5322.13712,5322.13712,5322.13712
"CAP-A-MAIN","Africa_Northern","TEW",2065,5509.3008,5509.3008,5509.3008
"CAP-A-MAIN","Africa_Northern","TEW",2070,5624.00456,5624.00456,5624.00456
"CAP-A-MAIN","Africa_Northern","TEW",2075,5707.744172,5707.744172,5707.744172
"CAP-A-MAIN","Africa_Northern","TEW",2080,5764.025288,5764.025288,5764.025288
"CAP-A-MAIN","Africa_Northern","TEW",2085,5793.185272,5793.185272,5793.185272
"CAP-A-MAIN","Africa_Northern","TEW",2090,5811.109568,5811.109568,5811.109568
"CAP-A-MAIN","Africa_Northern","TEW",2095,5820.365076,5820.365076,5820.365076
"CAP-A-MAIN","Africa_Northern","TEW",2100,5838.9641,5838.9641,5838.9641
"CAP-A-MAIN","Africa_Southern","BECCS",2025,139.426674,11.6188895,348.566685
"CAP-A-MAIN","Africa_Southern","BECCS",2030,1202.9901528,100.2491794,3007.475382
"CAP-A-MAIN","Africa_Southern","BECCS",2035,5068.556736,422.379728,12671.39184
"CAP-A-MAIN","Africa_Southern","BECCS",2040,9502.091748,791.840979,23755.22937
"CAP-A-MAIN","Africa_Southern","BECCS",2045,15249.102156,1270.758513,38122.75539
"CAP-A-MAIN","Africa_Southern","BECCS",2050,38234.591556,3186.215963,95586.47889
"CAP-A-MAIN","Africa_Southern","BECCS",2055,76126.92,6343.91,190317.3
"CAP-A-MAIN","Africa_Southern","BECCS",2060,124141.44456,10345.12038,310353.6114
"CAP-A-MAIN","Africa_Southern","BECCS",2065,147544.09188,12295.34099,368860.2297
"CAP-A-MAIN","Africa_Southern","BECCS",2070,169704.06624,14142.00552,424260.1656
"CAP-A-MAIN","Africa_Southern","BECCS",2075,193531.7922,16127.64935,483829.4805
"CAP-A-MAIN","Africa_Southern","BECCS",2080,220121.64924,18343.47077,550304.1231
"CAP-A-MAIN","Africa_Southern","BECCS",2085,248978.59236,20748.21603,622446.4809
"CAP-A-MAIN","Africa_Southern","BECCS",2090,277399.0158,23116.58465,693497.5395
"CAP-A-MAIN","Africa_Southern","BECCS",2095,303795.25524,25316.27127,759488.1381
"CAP-A-MAIN","Africa_Southern","BECCS",2100,326021.2356,27168.4363,815053.089
"CAP-A-MAIN","Africa_Southern","DAC",2025,1084.4851806,1084.4851806,1084.4851806
"CAP-A-MAIN","Africa_Southern","DAC",2030,4044.968691,4044.968691,4044.968691
"CAP-A-MAIN","Africa_Southern","DAC",2035,11072.83653,11072.83653,11072.83653
"CAP-A-MAIN","Africa_Southern","DAC",2040,16794.67665,16794.67665,16794.67665
"CAP-A-MAIN","Africa_Southern","DAC",2045,25925.06661,25925.06661,25925.06661
"CAP-A-MAIN","Africa_Southern","DAC",2050,44507.18574,44507.18574,44507.18574
"CAP-A-MAIN","Africa_Southern","DAC",2055,84092.96412,84092.96412,84092.96412
"CAP-A-MAIN","Africa_Southern","DAC",2060,160305.4719,160305.4719,160305.4719
"CAP-A-MAIN","Africa_Southern","DAC",2065,223993.5612,223993.5612,223993.5612
"CAP-A-MAIN","Africa_Southern","DAC",2070,297252.5205,297252.5205,297252.5205
"CAP-A-MAIN","Africa_Southern","DAC",2075,383885.3955,383885.3955,383885.3955
"CAP-A-MAIN","Africa_Southern","DAC",2080,476487.4131,476487.4131,476487.4131
"CAP-A-MAIN","Africa_Southern","DAC",2085,572371.029,572371.029,572371.029
"CAP-A-MAIN","Africa_Southern","DAC",2090,673689.1389,673689.1389,673689.1389
"CAP-A-MAIN","Africa_Southern","DAC",2095,782756.3532,782756.3532,782756.3532
"CAP-A-MAIN","Africa_Southern","DAC",2100,906669.417,906669.417,906669.417
"CAP-A-MAIN","Africa_Southern","OEW",2025,66.92179658,66.92179658,66.92179658
"CAP-A-MAIN","Africa_Southern","OEW",2030,551.5512698,551.5512698,551.5512698
"CAP-A-MAIN","Africa_Southern","OEW",2035,3675.87414,3675.87414,3675.87414
"CAP-A-MAIN","Africa_Southern","OEW",2040,9979.30046,9979.30046,9979.30046
"CAP-A-MAIN","Africa_Southern","OEW",2045,18148.05634,18148.05634,18148.05634
"CAP-A-MAIN","Africa_Southern","OEW",2050,35284.46072,35284.46072,35284.46072
"CAP-A-MAIN","Africa_Southern","OEW",2055,33355.25202,33355.25202,33355.25202
"CAP-A-MAIN","Africa_Southern","OEW",2060,48149.98354,48149.98354,48149.98354
"CAP-A-MAIN","Africa_Southern","OEW",2065,63038.22356,63038.22356,63038.22356
"CAP-A-MAIN","Africa_Southern","OEW",2070,78377.7246,78377.7246,78377.7246
"CAP-A-MAIN","Africa_Southern","OEW",2075,94404.7148,94404.7148,94404.7148
"CAP-A-MAIN","Africa_Southern","OEW",2080,110131.7444,110131.7444,110131.7444
"CAP-A-MAIN","Africa_Southern","OEW",2085,124846.682,124846.682,124846.682
"CAP-A-MAIN","Africa_Southern","OEW",2090,139747.9032,139747.9032,139747.9032
"CAP-A-MAIN","Africa_Southern","OEW",2095,155165.438,155165.438,155165.438
"CAP-A-MAIN","Africa_Southern","OEW",2100,173485.0366,173485.0366,173485.0366
"CAP-A-MAIN","Africa_Southern","TEW",2025,10.95853614,10.95853614,10.95853614
"CAP-A-MAIN","Africa_Southern","TEW",2030,90.5543648,90.5543648,90.5543648
"CAP-A-MAIN","Africa_Southern","TEW",2035,432.77934,432.77934,432.77934
"CAP-A-MAIN","Africa_Southern","TEW",2040,827.49522,827.49522,827.49522
"CAP-A-MAIN","Africa_Southern","TEW",2045,1276.636714,1276.636714,1276.636714
"CAP-A-MAIN","Africa_Southern","TEW",2050,2279.986586,2279.986586,2279.986586
"CAP-A-MAIN","Africa_Southern","TEW",2055,3290.868476,3290.868476,3290.868476
"CAP-A-MAIN","Africa_Southern","TEW",2060,4062.698636,4062.698636,4062.698636
"CAP-A-MAIN","Africa_Southern","TEW",2065,4353.4624,4353.4624,4353.4624
"CAP-A-MAIN","Africa_Southern","TEW",2070,4577.58944,4577.58944,4577.58944
"CAP-A-MAIN","Africa_Southern","TEW",2075,4778.636382,4778.636382,4778.636382
"CAP-A-MAIN","Africa_Southern","TEW",2080,4947.355052,4947.355052,4947.355052
"CAP-A-MAIN","Africa_Southern","TEW",2085,5087.346444,5087.346444,5087.346444
"CAP-A-MAIN","Africa_Southern","TEW",2090,5210.77033,5210.77033,5210.77033
"CAP-A-MAIN","Africa_Southern","TEW",2095,5322.481818,5322.481818,5322.481818
"CAP-A-MAIN","Africa_Southern","TEW",2100,5433.892612,5433.892612,5433.892612
"CAP-A-MAIN","Africa_Western","BECCS",2025,323.0179626,26.91816355,807.5449065
"CAP-A-MAIN","Africa_Western","BECCS",2030,3116.3368776,259.6947398,7790.842194
"CAP-A-MAIN","Africa_Western","BECCS",2035,12308.974896,1025.747908,30772.43724
"CAP-A-MAIN","Africa_Western","BECCS",2040,25956.155436,2163.012953,64890.38859
"CAP-A-MAIN","Africa_Western","BECCS",2045,50744.09268,4228.67439,126860.2317
"CAP-A-MAIN","Africa_Western","BECCS",2050,140898.16776,11741.51398,352245.4194
"CAP-A-MAIN","Africa_Western","BECCS",2055,335019.17352,27918.26446,837547.9338
"CAP-A-MAIN","Africa_Western","BECCS",2060,542014.8696,45167.9058,1355037.174
"CAP-A-MAIN","Africa_Western","BECCS",2065,651752.0448,54312.6704,1629380.112
"CAP-A-MAIN","Africa_Western","BECCS",2070,759465.036,63288.753,1898662.59
"CAP-A-MAIN","Africa_Western","BECCS",2075,866847.9972,72237.3331,2167119.993
"CAP-A-MAIN","Africa_Western","BECCS",2080,980004.2832,81667.0236,2450010.708
"CAP-A-MAIN","Africa_Western","BECCS",2085,1099703.964,91641.997,2749259.91
"CAP-A-MAIN","Africa_Western","BECCS",2090,1222004.2812,101833.6901,3055010.703
"CAP-A-MAIN","Africa_Western","BECCS",2095,1338056.0304,111504.6692,3345140.076
"CAP-A-MAIN","Africa_Western","BECCS",2100,1453940.5644,121161.7137,3634851.411
"CAP-A-MAIN","Africa_Western","DAC",2025,3026.606121,3026.606121,3026.606121
"CAP-A-MAIN","Africa_Western","DAC",2030,12515.94771,12515.94771,12515.94771
"CAP-A-MAIN","Africa_Western","DAC",2035,46273.39629,46273.39629,46273.39629
"CAP-A-MAIN","Africa_Western","DAC",2040,81491.0076,81491.0076,81491.0076
"CAP-A-MAIN","Africa_Western","DAC",2045,122149.6035,122149.6035,122149.6035
"CAP-A-MAIN","Africa_Western","DAC",2050,189187.4973,189187.4973,189187.4973
"CAP-A-MAIN","Africa_Western","DAC",2055,375063.6936,375063.6936,375063.6936
"CAP-A-MAIN","Africa_Western","DAC",2060,739687.4382,739687.4382,739687.4382
"CAP-A-MAIN","Africa_Western","DAC",2065,1034986.1811,1034986.1811,1034986.1811
"CAP-A-MAIN","Africa_Western","DAC",2070,1367215.281,1367215.281,1367215.281
"CAP-A-MAIN","Africa_Western","DAC",2075,1773460.209,1773460.209,1773460.209
"CAP-A-MAIN","Africa_Western","DAC",2080,2213082.171,2213082.171,2213082.171
"CAP-A-MAIN","Africa_Western","DAC",2085,2662825.053,2662825.053,2662825.053
"CAP-A-MAIN","Africa_Western","DAC",2090,3116660.307,3116660.307,3116660.307
"CAP-A-MAIN","Africa_Western","DAC",2095,3583773.768,3583773.768,3583773.768
"CAP-A-MAIN","Africa_Western","DAC",2100,4070568.018,4070568.018,4070568.018
"CAP-A-MAIN","Africa_Western","OEW",2025,186.0071082,186.0071082,186.0071082
"CAP-A-MAIN","Africa_Western","OEW",2030,1700.043202,1700.043202,1700.043202
"CAP-A-MAIN","Africa_Western","OEW",2035,9769.69474,9769.69474,9769.69474
"CAP-A-MAIN","Africa_Western","OEW",2040,25181.289,25181.289,25181.289
"CAP-A-MAIN","Africa_Western","OEW",2045,43617.35152,43617.35152,43617.35152
"CAP-A-MAIN","Africa_Western","OEW",2050,92014.5642,92014.5642,92014.5642
"CAP-A-MAIN","Africa_Western","OEW",2055,138487.1886,138487.1886,138487.1886
"CAP-A-MAIN","Africa_Western","OEW",2060,209120.2092,209120.2092,209120.2092
"CAP-A-MAIN","Africa_Western","OEW",2065,274450.0144,274450.0144,274450.0144
"CAP-A-MAIN","Africa_Western","OEW",2070,338837.4006,338837.4006,338837.4006
"CAP-A-MAIN","Africa_Western","OEW",2075,407170.4788,407170.4788,407170.4788
"CAP-A-MAIN","Africa_Western","OEW",2080,473261.5532,473261.5532,473261.5532
"CAP-A-MAIN","Africa_Western","OEW",2085,533506.6962,533506.6962,533506.6962
"CAP-A-MAIN","Africa_Western","OEW",2090,589661.6674,589661.6674,589661.6674
"CAP-A-MAIN","Africa_Western","OEW",2095,644753.942,644753.942,644753.942
"CAP-A-MAIN","Africa_Western","OEW",2100,698302.4096,698302.4096,698302.4096
"CAP-A-MAIN","Africa_Western","TEW",2025,31.40646154,31.40646154,31.40646154
"CAP-A-MAIN","Africa_Western","TEW",2030,298.1865054,298.1865054,298.1865054
"CAP-A-MAIN","Africa_Western","TEW",2035,1449.521096,1449.521096,1449.521096
"CAP-A-MAIN","Africa_Western","TEW",2040,3068.684946,3068.684946,3068.684946
"CAP-A-MAIN","Africa_Western","TEW",2045,5178.273376,5178.273376,5178.273376
"CAP-A-MAIN","Africa_Western","TEW",2050,11316.65536,11316.65536,11316.65536
"CAP-A-MAIN","Africa_Western","TEW",2055,19944.37296,19944.37296,19944.37296
"CAP-A-MAIN","Africa_Western","TEW",2060,25181.72904,25181.72904,25181.72904
"CAP-A-MAIN","Africa_Western","TEW",2065,26988.3866,26988.3866,26988.3866
"CAP-A-MAIN","Africa_Western","TEW",2070,28345.46996,28345.46996,28345.46996
"CAP-A-MAIN","Africa_Western","TEW",2075,29587.62954,29587.62954,29587.62954
"CAP-A-MAIN","Africa_Western","TEW",2080,30621.21016,30621.21016,30621.21016
"CAP-A-MAIN","Africa_Western","TEW",2085,31460.51312,31460.51312,31460.51312
"CAP-A-MAIN","Africa_Western","TEW",2090,32156.36304,32156.36304,32156.36304
"CAP-A-MAIN","Africa_Western","TEW",2095,32766.25848,32766.25848,32766.25848
"CAP-A-MAIN","Africa_Western","TEW",2100,33322.32236,33322.32236,33322.32236
"CAP-A-MAIN","Argentina","BECCS",2025,213.98441136,17.83203428,534.9610284
"CAP-A-MAIN","Argentina","BECCS",2030,1630.2469908,135.8539159,4075.617477
"CAP-A-MAIN","Argentina","BECCS",2035,5566.72602,463.893835,13916.81505
"CAP-A-MAIN","Argentina","BECCS",2040,11012.749068,917.729089,27531.87267
"CAP-A-MAIN","Argentina","BECCS",2045,19183.895832,1598.657986,47959.73958
"CAP-A-MAIN","Argentina","BECCS",2050,34738.913796,2894.909483,86847.28449
"CAP-A-MAIN","Argentina","BECCS",2055,46337.97216,3861.49768,115844.9304
"CAP-A-MAIN","Argentina","BECCS",2060,56909.93316,4742.49443,142274.8329
"CAP-A-MAIN","Argentina","BECCS",2065,59423.88168,4951.99014,148559.7042
"CAP-A-MAIN","Argentina","BECCS",2070,61482.3888,5123.5324,153705.972
"CAP-A-MAIN","Argentina","BECCS",2075,63114.49716,5259.54143,157786.2429
"CAP-A-MAIN","Argentina","BECCS",2080,64759.80672,5396.65056,161899.5168
"CAP-A-MAIN","Argentina","BECCS",2085,64475.54088,5372.96174,161188.8522
"CAP-A-MAIN","Argentina","BECCS",2090,64102.38696,5341.86558,160255.9674
"CAP-A-MAIN","Argentina","BECCS",2095,63508.773,5292.39775,158771.9325
"CAP-A-MAIN","Argentina","BECCS",2100,63740.67408,5311.72284,159351.6852
"CAP-A-MAIN","Argentina","DAC",2025,2117.340468,2117.340468,2117.340468
"CAP-A-MAIN","Argentina","DAC",2030,7905.901653,7905.901653,7905.901653
"CAP-A-MAIN","Argentina","DAC",2035,24812.97552,24812.97552,24812.97552
"CAP-A-MAIN","Argentina","DAC",2040,32424.78744,32424.78744,32424.78744
"CAP-A-MAIN","Argentina","DAC",2045,34213.77006,34213.77006,34213.77006
"CAP-A-MAIN","Argentina","DAC",2050,49445.42463,49445.42463,49445.42463
"CAP-A-MAIN","Argentina","DAC",2055,101998.08171,101998.08171,101998.08171
"CAP-A-MAIN","Argentina","DAC",2060,189201.7986,189201.7986,189201.7986
"CAP-A-MAIN","Argentina","DAC",2065,212890.2519,212890.2519,212890.2519
"CAP-A-MAIN","Argentina","DAC",2070,226313.6721,226313.6721,226313.6721
"CAP-A-MAIN","Argentina","DAC",2075,237458.7852,237458.7852,237458.7852
"CAP-A-MAIN","Argentina","DAC",2080,243933.9738,243933.9738,243933.9738
"CAP-A-MAIN","Argentina","DAC",2085,250206.744,250206.744,250206.744
"CAP-A-MAIN","Argentina","DAC",2090,253390.4334,253390.4334,253390.4334
"CAP-A-MAIN","Argentina","DAC",2095,254768.8587,254768.8587,254768.8587
"CAP-A-MAIN","Argentina","DAC",2100,254147.3022,254147.3022,254147.3022
"CAP-A-MAIN","Argentina","OEW",2025,126.8862674,126.8862674,126.8862674
"CAP-A-MAIN","Argentina","OEW",2030,1013.397452,1013.397452,1013.397452
"CAP-A-MAIN","Argentina","OEW",2035,5074.306592,5074.306592,5074.306592
"CAP-A-MAIN","Argentina","OEW",2040,12416.31532,12416.31532,12416.31532
"CAP-A-MAIN","Argentina","OEW",2045,20096.2601,20096.2601,20096.2601
"CAP-A-MAIN","Argentina","OEW",2050,44360.13904,44360.13904,44360.13904
"CAP-A-MAIN","Argentina","OEW",2055,29721.10834,29721.10834,29721.10834
"CAP-A-MAIN","Argentina","OEW",2060,28894.34652,28894.34652,28894.34652
"CAP-A-MAIN","Argentina","OEW",2065,28852.90942,28852.90942,28852.90942
"CAP-A-MAIN","Argentina","OEW",2070,28244.92082,28244.92082,28244.92082
"CAP-A-MAIN","Argentina","OEW",2075,27376.7219,27376.7219,27376.7219
"CAP-A-MAIN","Argentina","OEW",2080,26331.18686,26331.18686,26331.18686
"CAP-A-MAIN","Argentina","OEW",2085,25532.36758,25532.36758,25532.36758
"CAP-A-MAIN","Argentina","OEW",2090,24693.43132,24693.43132,24693.43132
"CAP-A-MAIN","Argentina","OEW",2095,23861.02232,23861.02232,23861.02232
"CAP-A-MAIN","Argentina","OEW",2100,22881.41994,22881.41994,22881.41994
"CAP-A-MAIN","Argentina","TEW",2025,21.21718866,21.21718866,21.21718866
"CAP-A-MAIN","Argentina","TEW",2030,163.3956528,163.3956528,163.3956528
"CAP-A-MAIN","Argentina","TEW",2035,660.6071164,660.6071164,660.6071164
"CAP-A-MAIN","Argentina","TEW",2040,1279.042266,1279.042266,1279.042266
"CAP-A-MAIN","Argentina","TEW",2045,1971.48921,1971.48921,1971.48921
"CAP-A-MAIN","Argentina","TEW",2050,4040.689302,4040.689302,4040.689302
"CAP-A-MAIN","Argentina","TEW",2055,5634.433508,5634.433508,5634.433508
"CAP-A-MAIN","Argentina","TEW",2060,6631.84284,6631.84284,6631.84284
"CAP-A-MAIN","Argentina","TEW",2065,6815.970244,6815.970244,6815.970244
